,oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer
2058,soccer/france/ligue-2-2021-2022/nimes-toulouse-4SPpNJI6,21.12.2021,Nimes,Toulouse,1:2,4.06,3.50,1.85,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2059,soccer/france/ligue-2-2021-2022/niort-pau-niFkMwYC,21.12.2021,Niort,Pau FC,3:0,2.67,3.07,2.68,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2060,soccer/france/ligue-2-2021-2022/paris-fc-amiens-sc-QsEgLcmJ,21.12.2021,Paris FC,Amiens,1:0,2.02,3.21,3.77,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2061,soccer/france/ligue-2-2021-2022/quevilly-caen-Ec7ypsQJ,21.12.2021,Quevilly Rouen,Caen,2:2,3.29,2.93,2.34,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2062,soccer/france/ligue-2-2021-2022/rodez-bastia-hl6uq1uQ,21.12.2021,Rodez,Bastia,0:0,2.36,2.85,3.33,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2063,soccer/france/ligue-2-2021-2022/sochaux-valenciennes-bVr8vLms,21.12.2021,Sochaux,Valenciennes,1:1,1.84,3.27,4.43,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2064,soccer/france/ligue-2-2021-2022/toulouse-rodez-SQG1X3tE,13.12.2021,Toulouse,Rodez,1:1,1.55,3.77,6.19,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2065,soccer/france/ligue-2-2021-2022/amiens-sc-grenoble-EJKQVj59,11.12.2021,Amiens,Grenoble,4:1,2.04,3.06,3.96,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2066,soccer/france/ligue-2-2021-2022/bastia-sochaux-hAJUUAKF,11.12.2021,Bastia,Sochaux,2:2,2.66,2.73,3.04,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2067,soccer/france/ligue-2-2021-2022/caen-guingamp-p6sbDrkr,11.12.2021,Caen,Guingamp,2:0,2.54,2.92,3.00,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2068,soccer/france/ligue-2-2021-2022/dijon-niort-dto2C24l,11.12.2021,Dijon,Niort,2:2,1.67,3.50,5.34,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2069,soccer/france/ligue-2-2021-2022/dunkerque-auxerre-v5z7BMJf,11.12.2021,Dunkerque,Auxerre,0:2,3.76,3.35,1.98,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2070,soccer/france/ligue-2-2021-2022/le-havre-ac-ajaccio-IeZAAtZ0,11.12.2021,Le Havre,AC Ajaccio,0:1,3.73,2.74,2.31,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2071,soccer/france/ligue-2-2021-2022/nimes-nancy-nVwF90l7,11.12.2021,Nimes,Nancy,2:1,2.31,3.04,3.22,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2072,soccer/france/ligue-2-2021-2022/pau-quevilly-QLxJ8K3D,11.12.2021,Pau FC,Quevilly Rouen,1:2,1.92,3.24,4.17,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2073,soccer/france/ligue-2-2021-2022/valenciennes-paris-fc-tUK5WNeK,11.12.2021,Valenciennes,Paris FC,1:4,2.94,3.10,2.46,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2074,soccer/france/ligue-2-2021-2022/niort-toulouse-8MqRAkTq,06.12.2021,Niort,Toulouse,2:1,4.61,3.53,1.75,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2075,soccer/france/ligue-2-2021-2022/auxerre-caen-YophHijG,04.12.2021,Auxerre,Caen,2:2,1.91,3.36,4.05,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2076,soccer/france/ligue-2-2021-2022/ac-ajaccio-valenciennes-xKjqJDL3,03.12.2021,AC Ajaccio,Valenciennes,0:0,1.78,3.17,5.28,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2077,soccer/france/ligue-2-2021-2022/amiens-sc-dunkerque-jNfmIXzA,03.12.2021,Amiens,Dunkerque,3:0,1.99,3.06,4.18,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2078,soccer/france/ligue-2-2021-2022/grenoble-le-havre-CxqdGB5M,03.12.2021,Grenoble,Le Havre,1:2,2.65,2.77,3.02,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2079,soccer/france/ligue-2-2021-2022/guingamp-dijon-6DcaFVKS,03.12.2021,Guingamp,Dijon,3:2,2.28,3.13,3.21,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2080,soccer/france/ligue-2-2021-2022/paris-fc-bastia-joZV99rj,03.12.2021,Paris FC,Bastia,1:0,2.14,3.06,3.63,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2081,soccer/france/ligue-2-2021-2022/quevilly-nancy-4lwz9Tcd,03.12.2021,Quevilly Rouen,Nancy,2:1,2.68,2.95,2.78,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2082,soccer/france/ligue-2-2021-2022/rodez-nimes-IiRHXCzc,03.12.2021,Rodez,Nimes,1:0,2.15,3.02,3.65,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2083,soccer/france/ligue-2-2021-2022/sochaux-pau-drQLWWk3,03.12.2021,Sochaux,Pau FC,2:1,1.81,3.30,4.69,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2084,soccer/france/ligue-2-2021-2022/dijon-auxerre-bTV94E6A,22.11.2021,Dijon,Auxerre,3:1,2.68,3.14,2.63,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2085,soccer/france/ligue-2-2021-2022/bastia-niort-j3S16zxb,20.11.2021,Bastia,Niort,2:0,1.62,3.65,5.71,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2086,soccer/france/ligue-2-2021-2022/caen-paris-fc-UgR55fi4,20.11.2021,Caen,Paris FC,0:1,2.77,2.98,2.68,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2087,soccer/france/ligue-2-2021-2022/dunkerque-ac-ajaccio-xKUD3YLG,20.11.2021,Dunkerque,AC Ajaccio,0:1,4.09,2.91,2.08,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2088,soccer/france/ligue-2-2021-2022/le-havre-amiens-sc-KrKI2hyN,20.11.2021,Le Havre,Amiens,1:1,2.10,2.98,3.83,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2089,soccer/france/ligue-2-2021-2022/nancy-rodez-WINM1CjT,20.11.2021,Nancy,Rodez,0:2,2.64,2.87,2.93,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2090,soccer/france/ligue-2-2021-2022/nimes-quevilly-lbAlcWbp,20.11.2021,Nimes,Quevilly Rouen,2:1,1.94,3.26,3.95,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2091,soccer/france/ligue-2-2021-2022/pau-guingamp-Sl9hdjEj,20.11.2021,Pau FC,Guingamp,2:0,2.40,3.06,3.05,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2092,soccer/france/ligue-2-2021-2022/toulouse-sochaux-46hyLZji,20.11.2021,Toulouse,Sochaux,4:1,1.92,3.29,4.12,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2093,soccer/france/ligue-2-2021-2022/valenciennes-grenoble-rciuKg6c,20.11.2021,Valenciennes,Grenoble,1:0,2.32,3.06,3.21,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2094,soccer/france/ligue-2-2021-2022/ac-ajaccio-dijon-jsiRgchh,06.11.2021,AC Ajaccio,Dijon,1:0,2.13,2.89,3.93,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2095,soccer/france/ligue-2-2021-2022/amiens-sc-caen-UXkVhH7b,06.11.2021,Amiens,Caen,0:0,2.51,2.90,3.06,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2096,soccer/france/ligue-2-2021-2022/auxerre-pau-CduzhyN4,06.11.2021,Auxerre,Pau FC,4:1,1.97,3.32,3.83,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2097,soccer/france/ligue-2-2021-2022/grenoble-dunkerque-QaqviexB,06.11.2021,Grenoble,Dunkerque,1:0,1.97,3.15,4.07,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2098,soccer/france/ligue-2-2021-2022/guingamp-bastia-KMrrjFiH,06.11.2021,Guingamp,Bastia,2:3,2.38,2.98,3.18,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2099,soccer/france/ligue-2-2021-2022/le-havre-valenciennes-bDsnkZ6N,06.11.2021,Le Havre,Valenciennes,0:0,2.23,3.07,3.37,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2100,soccer/france/ligue-2-2021-2022/niort-nancy-vPbqlgMT,06.11.2021,Niort,Nancy,1:3,2.47,3.02,2.98,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2101,soccer/france/ligue-2-2021-2022/paris-fc-rodez-tYpBqDUp,06.11.2021,Paris FC,Rodez,1:0,1.97,3.14,4.07,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2102,soccer/france/ligue-2-2021-2022/quevilly-toulouse-fyZh8d7o,06.11.2021,Quevilly Rouen,Toulouse,0:0,5.73,3.85,1.58,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2103,soccer/france/ligue-2-2021-2022/sochaux-nimes-8vwc7GMi,06.11.2021,Sochaux,Nimes,0:1,1.94,3.16,4.20,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2104,soccer/france/ligue-2-2021-2022/valenciennes-auxerre-OEeCaSOD,01.11.2021,Valenciennes,Auxerre,1:2,2.46,3.22,2.81,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2105,soccer/france/ligue-2-2021-2022/bastia-amiens-sc-zVzZo9fE,30.10.2021,Bastia,Amiens,0:0,1.89,3.16,4.46,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2106,soccer/france/ligue-2-2021-2022/caen-grenoble-UizwoT9K,30.10.2021,Caen,Grenoble,0:1,1.89,3.23,4.29,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2107,soccer/france/ligue-2-2021-2022/dijon-paris-fc-8rZtpmPQ,30.10.2021,Dijon,Paris FC,0:1,2.30,3.05,3.22,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2108,soccer/france/ligue-2-2021-2022/dunkerque-le-havre-lxH9u7Xs,30.10.2021,Dunkerque,Le Havre,1:0,3.06,2.86,2.53,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2109,soccer/france/ligue-2-2021-2022/nancy-sochaux-SSFDvRnl,30.10.2021,Nancy,Sochaux,0:0,3.50,3.02,2.19,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2110,soccer/france/ligue-2-2021-2022/nimes-niort-MkFHwo2f,30.10.2021,Nimes,Niort,1:2,1.73,3.48,4.93,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2111,soccer/france/ligue-2-2021-2022/pau-ac-ajaccio-zgJLx5H0,30.10.2021,Pau FC,AC Ajaccio,1:0,3.11,2.74,2.62,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2112,soccer/france/ligue-2-2021-2022/rodez-quevilly-IH8QyPW6,30.10.2021,Rodez,Quevilly Rouen,3:0,1.99,3.05,4.14,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2113,soccer/france/ligue-2-2021-2022/toulouse-guingamp-d87UzqnD,30.10.2021,Toulouse,Guingamp,2:2,1.51,4.05,6.19,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2114,soccer/france/ligue-2-2021-2022/auxerre-bastia-t8PclsaF,25.10.2021,Auxerre,Bastia,1:0,1.97,3.33,3.78,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2115,soccer/france/ligue-2-2021-2022/ac-ajaccio-nancy-zefcj3U2,23.10.2021,AC Ajaccio,Nancy,2:0,1.74,3.21,5.44,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2116,soccer/france/ligue-2-2021-2022/amiens-sc-valenciennes-Eog1kNq9,23.10.2021,Amiens,Valenciennes,3:0,2.42,2.96,3.12,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2117,soccer/france/ligue-2-2021-2022/dunkerque-caen-KbO1m1EL,23.10.2021,Dunkerque,Caen,1:1,3.22,2.96,2.37,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2118,soccer/france/ligue-2-2021-2022/grenoble-dijon-ELN5nLTR,23.10.2021,Grenoble,Dijon,1:2,2.61,2.87,2.94,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2119,soccer/france/ligue-2-2021-2022/guingamp-nimes-jsFXsuxq,23.10.2021,Guingamp,Nimes,3:1,2.53,2.97,2.93,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2120,soccer/france/ligue-2-2021-2022/le-havre-pau-Y54xsaik,23.10.2021,Le Havre,Pau FC,1:0,2.34,2.97,3.24,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2121,soccer/france/ligue-2-2021-2022/niort-rodez-Cd3ttJ6e,23.10.2021,Niort,Rodez,0:2,2.88,2.77,2.75,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2122,soccer/france/ligue-2-2021-2022/paris-fc-toulouse-tW7puwM1,23.10.2021,Paris FC,Toulouse,2:2,3.02,3.15,2.38,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2123,soccer/france/ligue-2-2021-2022/sochaux-quevilly-KM6lvcy8,23.10.2021,Sochaux,Quevilly Rouen,1:1,1.53,3.71,6.74,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2124,soccer/france/ligue-2-2021-2022/nimes-ac-ajaccio-2mccLrVS,18.10.2021,Nimes,AC Ajaccio,0:2,2.50,2.81,3.17,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2125,soccer/france/ligue-2-2021-2022/bastia-grenoble-fHAtPQV3,16.10.2021,Bastia,Grenoble,0:0,1.91,3.15,4.32,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2126,soccer/france/ligue-2-2021-2022/caen-le-havre-Y79pOpoA,16.10.2021,Caen,Le Havre,2:2,2.34,2.98,3.23,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2127,soccer/france/ligue-2-2021-2022/dijon-amiens-sc-tY8lN40G,16.10.2021,Dijon,Amiens,1:0,2.09,3.10,3.70,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2128,soccer/france/ligue-2-2021-2022/nancy-guingamp-KO7hMOFM,16.10.2021,Nancy,Guingamp,2:1,2.41,3.06,3.03,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2129,soccer/france/ligue-2-2021-2022/pau-paris-fc-v9lPG2wp,16.10.2021,Pau FC,Paris FC,1:0,2.65,3.26,2.60,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2130,soccer/france/ligue-2-2021-2022/quevilly-niort-YVmTFMhj,16.10.2021,Quevilly Rouen,Niort,0:3,2.41,2.94,3.20,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2131,soccer/france/ligue-2-2021-2022/rodez-sochaux-CMnXEt8d,16.10.2021,Rodez,Sochaux,0:1,2.71,2.87,2.83,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2132,soccer/france/ligue-2-2021-2022/toulouse-auxerre-lvWFwQpc,16.10.2021,Toulouse,Auxerre,6:0,2.02,3.47,3.47,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2133,soccer/france/ligue-2-2021-2022/valenciennes-dunkerque-SUUJxp03,16.10.2021,Valenciennes,Dunkerque,1:3,2.08,3.17,3.70,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2134,soccer/france/ligue-2-2021-2022/ac-ajaccio-quevilly-Uc1gQFAt,02.10.2021,AC Ajaccio,Quevilly Rouen,0:1,1.70,3.42,5.22,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2135,soccer/france/ligue-2-2021-2022/amiens-sc-toulouse-bX5cPZPn,02.10.2021,Amiens,Toulouse,0:0,3.73,3.39,1.97,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2136,soccer/france/ligue-2-2021-2022/auxerre-nimes-xO41Ogug,02.10.2021,Auxerre,Nimes,2:2,1.72,3.74,4.53,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2137,soccer/france/ligue-2-2021-2022/caen-valenciennes-Knf6NDfa,02.10.2021,Caen,Valenciennes,1:2,1.90,3.36,4.03,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2138,soccer/france/ligue-2-2021-2022/dunkerque-bastia-IXC9MX95,02.10.2021,Dunkerque,Bastia,2:0,3.48,2.85,2.31,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2139,soccer/france/ligue-2-2021-2022/grenoble-pau-CfCDLiPB,02.10.2021,Grenoble,Pau FC,2:0,2.56,3.04,2.86,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2140,soccer/france/ligue-2-2021-2022/guingamp-rodez-joBHKBvI,02.10.2021,Guingamp,Rodez,2:1,2.26,2.96,3.41,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2141,soccer/france/ligue-2-2021-2022/le-havre-dijon-6eUo3q9p,02.10.2021,Le Havre,Dijon,2:0,2.38,3.01,3.13,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2142,soccer/france/ligue-2-2021-2022/paris-fc-nancy-pnTk23Oj,02.10.2021,Paris FC,Nancy,1:1,1.58,3.79,5.79,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2143,soccer/france/ligue-2-2021-2022/sochaux-niort-bkHXQn1i,02.10.2021,Sochaux,Niort,1:0,1.61,3.59,5.81,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2144,soccer/france/ligue-2-2021-2022/toulouse-caen-SlFRUe2P,27.09.2021,Toulouse,Caen,2:3,1.64,3.77,5.09,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2145,soccer/france/ligue-2-2021-2022/bastia-ac-ajaccio-6JxeHxYP,25.09.2021,Bastia,AC Ajaccio,2:0,2.91,2.74,2.74,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2146,soccer/france/ligue-2-2021-2022/dijon-valenciennes-C0FNCdts,24.09.2021,Dijon,Valenciennes,0:1,1.88,3.54,3.89,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2147,soccer/france/ligue-2-2021-2022/nancy-amiens-sc-Q3JRBGem,24.09.2021,Nancy,Amiens,1:1,2.55,3.12,2.78,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2148,soccer/france/ligue-2-2021-2022/nimes-le-havre-KQIVAzBg,24.09.2021,Nimes,Le Havre,0:1,1.99,3.15,3.96,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2149,soccer/france/ligue-2-2021-2022/niort-paris-fc-bHHZ9fQa,24.09.2021,Niort,Paris FC,4:1,3.72,3.22,2.03,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2150,soccer/france/ligue-2-2021-2022/pau-dunkerque-vTYW8Eu6,24.09.2021,Pau FC,Dunkerque,1:2,1.70,3.38,5.31,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2151,soccer/france/ligue-2-2021-2022/quevilly-guingamp-IJXz8YfC,24.09.2021,Quevilly Rouen,Guingamp,2:2,2.69,2.99,2.74,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2152,soccer/france/ligue-2-2021-2022/rodez-grenoble-CtXv7hAI,24.09.2021,Rodez,Grenoble,1:1,2.12,2.93,3.83,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2153,soccer/france/ligue-2-2021-2022/sochaux-auxerre-Qqyq6CPO,24.09.2021,Sochaux,Auxerre,0:0,2.50,3.01,2.96,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2154,soccer/france/ligue-2-2021-2022/ac-ajaccio-niort-6BptbTwt,21.09.2021,AC Ajaccio,Niort,0:0,1.56,3.66,6.41,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2155,soccer/france/ligue-2-2021-2022/amiens-sc-pau-p2qpcmgn,21.09.2021,Amiens,Pau FC,2:2,2.19,3.01,3.55,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2156,soccer/france/ligue-2-2021-2022/auxerre-rodez-Eylld78h,21.09.2021,Auxerre,Rodez,1:0,1.76,3.52,4.57,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2157,soccer/france/ligue-2-2021-2022/caen-dijon-hSnheRNb,21.09.2021,Caen,Dijon,0:1,2.26,3.04,3.32,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2158,soccer/france/ligue-2-2021-2022/dunkerque-toulouse-zixcfow5,21.09.2021,Dunkerque,Toulouse,0:2,5.01,3.54,1.70,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2159,soccer/france/ligue-2-2021-2022/grenoble-nancy-lft1g5hB,21.09.2021,Grenoble,Nancy,4:1,2.28,3.17,3.15,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2160,soccer/france/ligue-2-2021-2022/guingamp-sochaux-rHu5hP7H,21.09.2021,Guingamp,Sochaux,1:2,3.12,2.83,2.52,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2161,soccer/france/ligue-2-2021-2022/le-havre-quevilly-Kt3Yzcxp,21.09.2021,Le Havre,Quevilly Rouen,1:0,2.09,3.25,3.53,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2162,soccer/france/ligue-2-2021-2022/paris-fc-nimes-n3ZUZGij,21.09.2021,Paris FC,Nimes,2:0,2.35,3.06,3.16,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2163,soccer/france/ligue-2-2021-2022/valenciennes-bastia-QgYYYz7d,21.09.2021,Valenciennes,Bastia,2:1,2.85,3.09,2.52,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2164,soccer/france/ligue-2-2021-2022/bastia-caen-8zqzkj1P,18.09.2021,Bastia,Caen,1:1,2.04,3.20,3.77,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2165,soccer/france/ligue-2-2021-2022/dijon-dunkerque-AqV1pA9t,18.09.2021,Dijon,Dunkerque,2:0,1.85,3.35,4.38,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2166,soccer/france/ligue-2-2021-2022/nancy-le-havre-h8K6qUOn,18.09.2021,Nancy,Le Havre,1:1,2.71,3.15,2.60,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2167,soccer/france/ligue-2-2021-2022/nimes-amiens-sc-6BOArlvg,18.09.2021,Nimes,Amiens,3:3,1.98,3.14,4.05,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2168,soccer/france/ligue-2-2021-2022/niort-guingamp-0YNEs8ga,18.09.2021,Niort,Guingamp,2:0,2.90,2.99,2.56,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2169,soccer/france/ligue-2-2021-2022/pau-valenciennes-vPMItS85,18.09.2021,Pau FC,Valenciennes,1:1,1.91,3.35,3.99,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2170,soccer/france/ligue-2-2021-2022/quevilly-auxerre-d0HNunOB,18.09.2021,Quevilly Rouen,Auxerre,0:0,4.18,3.68,1.79,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2171,soccer/france/ligue-2-2021-2022/rodez-ac-ajaccio-ziGRv6wI,18.09.2021,Rodez,AC Ajaccio,0:2,2.68,2.78,2.94,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2172,soccer/france/ligue-2-2021-2022/sochaux-paris-fc-UDFVwQhO,18.09.2021,Sochaux,Paris FC,2:0,2.34,2.97,3.26,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2173,soccer/france/ligue-2-2021-2022/toulouse-grenoble-tlJZxp8U,18.09.2021,Toulouse,Grenoble,4:1,1.52,3.97,6.23,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2174,soccer/france/ligue-2-2021-2022/ac-ajaccio-paris-fc-Wl6BGQoo,14.09.2021,AC Ajaccio,Paris FC,1:0,2.33,3.00,3.22,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2175,soccer/france/ligue-2-2021-2022/le-havre-toulouse-tWD22P27,13.09.2021,Le Havre,Toulouse,1:1,3.26,3.09,2.26,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2176,soccer/france/ligue-2-2021-2022/ac-ajaccio-sochaux-OS49Pe43,11.09.2021,AC Ajaccio,Sochaux,1:0,2.47,2.89,3.13,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2177,soccer/france/ligue-2-2021-2022/amiens-sc-rodez-6ifEOFJ9,11.09.2021,Amiens,Rodez,0:1,2.67,2.78,2.96,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2178,soccer/france/ligue-2-2021-2022/auxerre-niort-prgINZYF,11.09.2021,Auxerre,Niort,4:0,1.55,4.11,5.61,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2179,soccer/france/ligue-2-2021-2022/caen-pau-CjMo673r,11.09.2021,Caen,Pau FC,1:2,2.38,2.89,3.27,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2180,soccer/france/ligue-2-2021-2022/dijon-bastia-jsLk5RIl,11.09.2021,Dijon,Bastia,2:1,2.75,3.07,2.62,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2181,soccer/france/ligue-2-2021-2022/dunkerque-nancy-Y5Af4oYf,11.09.2021,Dunkerque,Nancy,0:0,2.47,3.10,2.92,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2182,soccer/france/ligue-2-2021-2022/grenoble-nimes-n9Eb35m1,11.09.2021,Grenoble,Nimes,2:1,2.54,3.03,2.88,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
