,oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer
1926,soccer/france/ligue-2-2021-2022/amiens-sc-bastia-0QNSB5XJ,09.04.,Amiens,Bastia,0:0,2.45,2.84,3.23,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1927,soccer/france/ligue-2-2021-2022/auxerre-valenciennes-vHMWAPnQ,09.04.,Auxerre,Valenciennes,1:0,1.97,3.28,3.88,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1928,soccer/france/ligue-2-2021-2022/grenoble-caen-pbaa6qes,09.04.,Grenoble,Caen,0:2,3.91,3.07,2.05,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1929,soccer/france/ligue-2-2021-2022/guingamp-toulouse-b13353Am,09.04.,Guingamp,Toulouse,2:4,3.94,3.30,1.95,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1930,soccer/france/ligue-2-2021-2022/le-havre-dunkerque-hO274NPg,09.04.,Le Havre,Dunkerque,2:1,2.04,2.88,4.32,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1931,soccer/france/ligue-2-2021-2022/niort-nimes-WE1B3su0,09.04.,Niort,Nimes,0:0,2.26,3.08,3.29,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1932,soccer/france/ligue-2-2021-2022/quevilly-rodez-SteK1L9C,09.04.,Quevilly Rouen,Rodez,2:0,2.83,2.70,2.89,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1933,soccer/france/ligue-2-2021-2022/sochaux-nancy-M3fO0uPI,09.04.,Sochaux,Nancy,1:0,1.61,3.64,5.67,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1934,soccer/france/ligue-2-2021-2022/nancy-ac-ajaccio-xQRmBYt9,04.04.,Nancy,AC Ajaccio,0:2,3.44,2.74,2.40,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1935,soccer/france/ligue-2-2021-2022/bastia-auxerre-bqWclBZe,02.04.,Bastia,Auxerre,1:1,2.76,2.90,2.74,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1936,soccer/france/ligue-2-2021-2022/caen-dunkerque-xzV1mVl2,02.04.,Caen,Dunkerque,2:1,1.67,3.42,5.64,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1937,soccer/france/ligue-2-2021-2022/dijon-grenoble-vu9pCER2,02.04.,Dijon,Grenoble,1:0,1.81,3.13,5.04,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1938,soccer/france/ligue-2-2021-2022/nimes-guingamp-WnRiAhdF,02.04.,Nimes,Guingamp,0:2,2.79,2.97,2.66,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1939,soccer/france/ligue-2-2021-2022/pau-le-havre-8ClLhQQs,02.04.,Pau FC,Le Havre,2:1,2.41,2.92,3.19,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1940,soccer/france/ligue-2-2021-2022/quevilly-sochaux-QmqQiptl,02.04.,Quevilly Rouen,Sochaux,0:2,3.65,2.93,2.21,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1941,soccer/france/ligue-2-2021-2022/rodez-niort-4vrUj4ef,02.04.,Rodez,Niort,1:1,2.48,2.84,3.16,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1942,soccer/france/ligue-2-2021-2022/toulouse-paris-fc-b1sYkOA0,02.04.,Toulouse,Paris FC,2:1,1.63,3.78,5.19,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1943,soccer/france/ligue-2-2021-2022/valenciennes-amiens-sc-C4oxkrQ6,02.04.,Valenciennes,Amiens,0:2,2.69,2.96,2.77,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1944,soccer/france/ligue-2-2021-2022/ac-ajaccio-nimes-CCuOyYkj,19.03.,AC Ajaccio,Nimes,1:0,1.63,3.39,6.26,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1945,soccer/france/ligue-2-2021-2022/amiens-sc-dijon-QFqSzh5d,19.03.,Amiens,Dijon,1:1,2.56,2.95,2.92,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1946,soccer/france/ligue-2-2021-2022/auxerre-toulouse-vJX9ayrc,19.03.,Auxerre,Toulouse,1:2,3.05,3.34,2.24,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1947,soccer/france/ligue-2-2021-2022/dunkerque-valenciennes-I9WDbec3,19.03.,Dunkerque,Valenciennes,1:2,3.14,2.65,2.66,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1948,soccer/france/ligue-2-2021-2022/grenoble-bastia-bLmBcFC9,19.03.,Grenoble,Bastia,1:1,3.40,2.79,2.39,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1949,soccer/france/ligue-2-2021-2022/guingamp-nancy-xCnFdZRF,19.03.,Guingamp,Nancy,3:1,2.00,3.19,3.90,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1950,soccer/france/ligue-2-2021-2022/le-havre-caen-WYoJegsM,19.03.,Le Havre,Caen,2:4,3.01,2.77,2.63,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1951,soccer/france/ligue-2-2021-2022/niort-quevilly-pxjNfDdS,19.03.,Niort,Quevilly Rouen,2:0,2.04,3.02,4.03,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1952,soccer/france/ligue-2-2021-2022/paris-fc-pau-jJSkjX4q,19.03.,Paris FC,Pau FC,1:1,1.80,3.33,4.59,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1953,soccer/france/ligue-2-2021-2022/sochaux-rodez-U9RgkiKk,19.03.,Sochaux,Rodez,2:0,1.73,3.16,5.61,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1954,soccer/france/ligue-2-2021-2022/bastia-dunkerque-xfRuPf6p,15.03.,Bastia,Dunkerque,1:0,1.86,3.09,4.81,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1955,soccer/france/ligue-2-2021-2022/dijon-le-havre-GpQqOELj,15.03.,Dijon,Le Havre,2:0,2.31,2.88,3.45,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1956,soccer/france/ligue-2-2021-2022/nancy-paris-fc-h29Snbbi,15.03.,Nancy,Paris FC,3:0,3.03,3.09,2.39,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1957,soccer/france/ligue-2-2021-2022/nimes-auxerre-Wh8WoIDc,15.03.,Nimes,Auxerre,1:2,2.95,3.26,2.37,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1958,soccer/france/ligue-2-2021-2022/niort-sochaux-QF7zoxT3,15.03.,Niort,Sochaux,1:1,3.63,3.01,2.17,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1959,soccer/france/ligue-2-2021-2022/pau-grenoble-xjBvpdrA,15.03.,Pau FC,Grenoble,0:1,2.04,3.04,3.99,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1960,soccer/france/ligue-2-2021-2022/quevilly-ac-ajaccio-KE0qqGcG,15.03.,Quevilly Rouen,AC Ajaccio,0:0,4.25,2.91,2.04,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1961,soccer/france/ligue-2-2021-2022/rodez-guingamp-b5amrzDM,15.03.,Rodez,Guingamp,1:1,3.20,2.72,2.57,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1962,soccer/france/ligue-2-2021-2022/toulouse-amiens-sc-Sv4isfSS,15.03.,Toulouse,Amiens,6:0,1.42,4.40,7.14,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1963,soccer/france/ligue-2-2021-2022/valenciennes-caen-UmjJxEzp,15.03.,Valenciennes,Caen,1:1,2.88,2.87,2.67,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1964,soccer/france/ligue-2-2021-2022/ac-ajaccio-bastia-0j5yGHTT,12.03.,AC Ajaccio,Bastia,0:1,1.89,2.92,5.02,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1965,soccer/france/ligue-2-2021-2022/amiens-sc-nancy-2ai3Byxo,12.03.,Amiens,Nancy,1:0,2.00,3.37,3.70,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1966,soccer/france/ligue-2-2021-2022/auxerre-sochaux-G2uozLEo,12.03.,Auxerre,Sochaux,3:2,2.20,3.08,3.42,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1967,soccer/france/ligue-2-2021-2022/caen-toulouse-U5qkZvUi,12.03.,Caen,Toulouse,4:1,3.50,3.14,2.15,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1968,soccer/france/ligue-2-2021-2022/dunkerque-pau-CUYgYbqb,12.03.,Dunkerque,Pau FC,1:0,3.04,2.80,2.62,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1969,soccer/france/ligue-2-2021-2022/grenoble-rodez-jLXcXIb4,12.03.,Grenoble,Rodez,0:0,2.76,2.73,2.93,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1970,soccer/france/ligue-2-2021-2022/guingamp-quevilly-pdn1WxEA,12.03.,Guingamp,Quevilly Rouen,1:1,1.63,3.58,5.60,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1971,soccer/france/ligue-2-2021-2022/le-havre-nimes-Ono5VdTG,12.03.,Le Havre,Nimes,0:1,2.04,3.12,3.84,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1972,soccer/france/ligue-2-2021-2022/paris-fc-niort-6BzAUGrN,12.03.,Paris FC,Niort,2:0,1.60,3.67,5.87,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1973,soccer/france/ligue-2-2021-2022/valenciennes-dijon-KEvETzbT,12.03.,Valenciennes,Dijon,0:0,2.54,3.03,2.90,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1974,soccer/france/ligue-2-2021-2022/toulouse-dunkerque-rFAWGcEN,07.03.,Toulouse,Dunkerque,2:0,1.23,5.71,12.86,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1975,soccer/france/ligue-2-2021-2022/bastia-valenciennes-G4AiGQNC,05.03.,Bastia,Valenciennes,1:1,1.93,3.07,4.49,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1976,soccer/france/ligue-2-2021-2022/dijon-caen-U7EeFpwJ,05.03.,Dijon,Caen,1:0,2.32,2.89,3.45,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1977,soccer/france/ligue-2-2021-2022/nancy-grenoble-UoH3NsVu,05.03.,Nancy,Grenoble,0:1,1.92,3.20,4.27,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1978,soccer/france/ligue-2-2021-2022/nimes-paris-fc-8xG7M1pn,05.03.,Nimes,Paris FC,1:1,2.78,3.08,2.59,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1979,soccer/france/ligue-2-2021-2022/niort-ac-ajaccio-xCKBLLah,05.03.,Niort,AC Ajaccio,0:1,4.21,2.87,2.08,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1980,soccer/france/ligue-2-2021-2022/pau-amiens-sc-G2JFKuFb,05.03.,Pau FC,Amiens,2:1,2.50,2.89,3.07,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1981,soccer/france/ligue-2-2021-2022/quevilly-le-havre-bR8KJaU4,05.03.,Quevilly Rouen,Le Havre,0:2,3.52,2.82,2.33,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1982,soccer/france/ligue-2-2021-2022/rodez-auxerre-A1COIJqB,05.03.,Rodez,Auxerre,1:3,3.01,2.84,2.59,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1983,soccer/france/ligue-2-2021-2022/sochaux-guingamp-4OBSHwaH,05.03.,Sochaux,Guingamp,1:0,2.03,3.02,4.04,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1984,soccer/france/ligue-2-2021-2022/grenoble-toulouse-URdvLl9s,28.02.,Grenoble,Toulouse,0:2,6.12,3.92,1.53,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1985,soccer/france/ligue-2-2021-2022/ac-ajaccio-rodez-4pPH3mv7,26.02.,AC Ajaccio,Rodez,2:1,1.88,2.86,5.30,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1986,soccer/france/ligue-2-2021-2022/amiens-sc-nimes-ryOL27gD,26.02.,Amiens,Nimes,3:0,2.19,3.13,3.39,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1987,soccer/france/ligue-2-2021-2022/auxerre-quevilly-WjH3RjWD,26.02.,Auxerre,Quevilly Rouen,1:0,1.58,3.74,5.89,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1988,soccer/france/ligue-2-2021-2022/caen-bastia-AsG7QAoK,26.02.,Caen,Bastia,2:1,2.23,2.92,3.58,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1989,soccer/france/ligue-2-2021-2022/dunkerque-dijon-h65CPU0Q,26.02.,Dunkerque,Dijon,2:1,3.68,2.98,2.15,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1990,soccer/france/ligue-2-2021-2022/guingamp-niort-OldrK8Om,26.02.,Guingamp,Niort,1:0,2.00,3.08,4.03,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1991,soccer/france/ligue-2-2021-2022/le-havre-nancy-2uenJSwf,26.02.,Le Havre,Nancy,1:0,2.21,3.00,3.49,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1992,soccer/france/ligue-2-2021-2022/paris-fc-sochaux-riCqIng0,26.02.,Paris FC,Sochaux,3:1,2.37,3.01,3.16,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1993,soccer/france/ligue-2-2021-2022/valenciennes-pau-MsBmH686,26.02.,Valenciennes,Pau FC,1:0,2.47,2.94,3.08,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1994,soccer/france/ligue-2-2021-2022/toulouse-le-havre-MLZC4TO0,21.02.,Toulouse,Le Havre,4:0,1.55,3.73,6.38,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1995,soccer/france/ligue-2-2021-2022/bastia-dijon-rHeziAf1,19.02.,Bastia,Dijon,0:0,2.27,2.92,3.46,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1996,soccer/france/ligue-2-2021-2022/guingamp-paris-fc-M7fvjU97,19.02.,Guingamp,Paris FC,1:1,2.71,2.99,2.73,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1997,soccer/france/ligue-2-2021-2022/nancy-dunkerque-OCYMEDn8,19.02.,Nancy,Dunkerque,2:0,1.91,3.14,4.41,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1998,soccer/france/ligue-2-2021-2022/nimes-grenoble-xGxRDX1E,19.02.,Nimes,Grenoble,3:1,2.04,3.06,3.96,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
1999,soccer/france/ligue-2-2021-2022/niort-auxerre-WxxVCiHK,19.02.,Niort,Auxerre,0:1,3.06,3.17,2.33,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2000,soccer/france/ligue-2-2021-2022/pau-caen-ATzZBBWQ,19.02.,Pau FC,Caen,1:0,2.76,2.94,2.71,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2001,soccer/france/ligue-2-2021-2022/quevilly-valenciennes-jNI17Vvr,19.02.,Quevilly Rouen,Valenciennes,1:1,2.58,2.97,2.87,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2002,soccer/france/ligue-2-2021-2022/rodez-amiens-sc-UDH56kfl,19.02.,Rodez,Amiens,1:1,2.84,2.78,2.78,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2003,soccer/france/ligue-2-2021-2022/sochaux-ac-ajaccio-OzH9599f,19.02.,Sochaux,AC Ajaccio,0:1,2.15,2.88,3.89,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2004,soccer/france/ligue-2-2021-2022/grenoble-niort-Srvu2Fo5,15.02.,Grenoble,Niort,1:0,2.97,2.93,2.54,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2005,soccer/france/ligue-2-2021-2022/le-havre-bastia-Ey8NgCAr,14.02.,Le Havre,Bastia,2:4,2.50,2.79,3.19,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2006,soccer/france/ligue-2-2021-2022/ac-ajaccio-guingamp-rcXhvXAe,12.02.,AC Ajaccio,Guingamp,0:1,2.18,2.78,3.94,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2007,soccer/france/ligue-2-2021-2022/amiens-sc-niort-fXzcwiQ1,12.02.,Amiens,Niort,3:1,1.92,3.16,4.29,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2008,soccer/france/ligue-2-2021-2022/auxerre-nancy-8zPv2z32,12.02.,Auxerre,Nancy,1:1,1.65,3.72,5.04,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2009,soccer/france/ligue-2-2021-2022/caen-nimes-nRNr1fI8,12.02.,Caen,Nimes,4:0,2.17,3.03,3.56,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2010,soccer/france/ligue-2-2021-2022/dijon-pau-42Im0EXE,12.02.,Dijon,Pau FC,0:1,2.01,3.20,3.80,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2011,soccer/france/ligue-2-2021-2022/dunkerque-rodez-rgHiaYnL,12.02.,Dunkerque,Rodez,2:0,3.07,2.60,2.77,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2012,soccer/france/ligue-2-2021-2022/grenoble-sochaux-xGGebh2R,12.02.,Grenoble,Sochaux,1:3,3.93,2.94,2.09,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2013,soccer/france/ligue-2-2021-2022/paris-fc-quevilly-d0cShWPl,12.02.,Paris FC,Quevilly Rouen,3:0,1.68,3.51,5.23,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2014,soccer/france/ligue-2-2021-2022/valenciennes-toulouse-zidWijue,12.02.,Valenciennes,Toulouse,1:3,3.96,3.42,1.91,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2015,soccer/france/ligue-2-2021-2022/paris-fc-ac-ajaccio-8z39ne3F,07.02.,Paris FC,AC Ajaccio,2:0,2.77,2.66,3.00,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2016,soccer/france/ligue-2-2021-2022/bastia-pau-fcfLso0j,05.02.,Bastia,Pau FC,1:1,1.84,3.26,4.55,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2017,soccer/france/ligue-2-2021-2022/guingamp-auxerre-YmgPt5Fd,05.02.,Guingamp,Auxerre,1:1,2.50,3.18,2.82,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2018,soccer/france/ligue-2-2021-2022/nancy-caen-MJ0ckcJd,05.02.,Nancy,Caen,1:1,2.69,3.00,2.75,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2019,soccer/france/ligue-2-2021-2022/nimes-dunkerque-0Aa1lHY2,05.02.,Nimes,Dunkerque,0:1,1.60,3.70,5.74,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2020,soccer/france/ligue-2-2021-2022/niort-le-havre-fXb5myl9,05.02.,Niort,Le Havre,0:0,2.87,2.84,2.71,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2021,soccer/france/ligue-2-2021-2022/quevilly-grenoble-jahEoFIL,05.02.,Quevilly Rouen,Grenoble,1:0,2.63,2.88,2.92,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2022,soccer/france/ligue-2-2021-2022/rodez-valenciennes-UkiIpZXR,05.02.,Rodez,Valenciennes,0:0,2.28,3.00,3.39,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2023,soccer/france/ligue-2-2021-2022/sochaux-amiens-sc-Msqptgtq,05.02.,Sochaux,Amiens,1:1,2.03,3.00,4.08,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2024,soccer/france/ligue-2-2021-2022/toulouse-dijon-0YsluDek,05.02.,Toulouse,Dijon,4:1,1.77,3.47,4.62,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2025,soccer/france/ligue-2-2021-2022/auxerre-paris-fc-lb6IpEGU,01.02.,Auxerre,Paris FC,1:2,2.03,3.34,3.57,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2026,soccer/france/ligue-2-2021-2022/pau-nimes-lbSm0gGH,01.02.,Pau FC,Nimes,0:3,2.16,3.09,3.48,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2027,soccer/france/ligue-2-2021-2022/valenciennes-nancy-0zeHrRpp,01.02.,Valenciennes,Nancy,6:1,2.26,3.13,3.24,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2028,soccer/france/ligue-2-2021-2022/niort-dunkerque-p0MlibXn,01.02.,Niort,Dunkerque,2:0,1.89,3.23,4.34,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2029,soccer/france/ligue-2-2021-2022/ac-ajaccio-auxerre-KIhWYGHI,28.01.,AC Ajaccio,Auxerre,0:0,2.39,2.94,3.18,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2030,soccer/france/ligue-2-2021-2022/nimes-valenciennes-xzNphvIt,28.01.,Nimes,Valenciennes,2:1,2.13,3.15,3.46,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2031,soccer/france/ligue-2-2021-2022/caen-niort-jTBhubwa,28.01.,Caen,Niort,0:2,2.04,2.99,3.99,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2032,soccer/france/ligue-2-2021-2022/dunkerque-paris-fc-ne51wx8B,28.01.,Dunkerque,Paris FC,1:1,4.57,3.40,1.78,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2033,soccer/france/ligue-2-2021-2022/quevilly-amiens-sc-6FAckx2a,26.01.,Quevilly Rouen,Amiens,1:1,3.53,3.11,2.13,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2034,soccer/france/ligue-2-2021-2022/caen-ac-ajaccio-xfoS4H1n,24.01.,Caen,AC Ajaccio,2:0,3.09,2.68,2.64,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2035,soccer/france/ligue-2-2021-2022/amiens-sc-guingamp-A77Eof1O,22.01.,Amiens,Guingamp,3:0,1.62,3.60,5.64,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2036,soccer/france/ligue-2-2021-2022/bastia-toulouse-QJsO5cnt,22.01.,Bastia,Toulouse,0:0,3.08,3.06,2.39,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2037,soccer/france/ligue-2-2021-2022/dijon-quevilly-KIzX3yHh,22.01.,Dijon,Quevilly Rouen,1:0,1.74,3.49,4.79,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2038,soccer/france/ligue-2-2021-2022/dunkerque-sochaux-b9Zz3eWb,22.01.,Dunkerque,Sochaux,0:0,4.79,3.28,1.78,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2039,soccer/france/ligue-2-2021-2022/le-havre-rodez-6Zxq1Z0B,22.01.,Le Havre,Rodez,0:0,2.05,2.95,4.12,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2040,soccer/france/ligue-2-2021-2022/amiens-sc-ac-ajaccio-r38psK8n,19.01.,Amiens,AC Ajaccio,0:1,2.91,2.65,2.84,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2041,soccer/france/ligue-2-2021-2022/toulouse-nancy-rHmJeJNu,19.01.,Toulouse,Nancy,4:0,1.39,4.54,7.47,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2042,soccer/france/ligue-2-2021-2022/paris-fc-le-havre-OjLhjIng,17.01.,Paris FC,Le Havre,2:2,2.35,2.93,3.23,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2043,soccer/france/ligue-2-2021-2022/guingamp-grenoble-YLdzYzXO,15.01.,Guingamp,Grenoble,0:0,1.86,3.14,4.63,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2044,soccer/france/ligue-2-2021-2022/nancy-bastia-zRzJdK9P,15.01.,Nancy,Bastia,2:1,2.92,2.99,2.54,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2045,soccer/france/ligue-2-2021-2022/rodez-dijon-KIE1ldH5,15.01.,Rodez,Dijon,0:2,2.36,2.80,3.45,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2046,soccer/france/ligue-2-2021-2022/sochaux-caen-EuE5mGWB,15.01.,Sochaux,Caen,3:2,1.94,3.08,4.27,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2047,soccer/france/ligue-2-2021-2022/toulouse-pau-hWC9nznI,15.01.,Toulouse,Pau FC,1:1,1.49,4.10,6.40,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2048,soccer/france/ligue-2-2021-2022/bastia-quevilly-d6CltvOh,08.01.,Bastia,Quevilly Rouen,3:0,1.61,3.61,5.67,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2049,soccer/france/ligue-2-2021-2022/dijon-nimes-UJAdvIh5,08.01.,Dijon,Nimes,1:2,2.10,3.24,3.49,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2050,soccer/france/ligue-2-2021-2022/grenoble-auxerre-Qo45xdNH,08.01.,Grenoble,Auxerre,0:1,3.04,3.24,2.32,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2051,soccer/france/ligue-2-2021-2022/le-havre-sochaux-K839yGxO,08.01.,Le Havre,Sochaux,0:1,3.00,2.84,2.56,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2052,soccer/france/ligue-2-2021-2022/pau-rodez-IgMCzzhU,08.01.,Pau FC,Rodez,4:0,2.31,2.83,3.48,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2053,soccer/france/ligue-2-2021-2022/valenciennes-guingamp-M7nNfwwn,08.01.,Valenciennes,Guingamp,1:1,2.64,2.99,2.75,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2054,soccer/france/ligue-2-2021-2022/ac-ajaccio-grenoble-ziK9VsBQ,21.12.2021,AC Ajaccio,Grenoble,1:0,1.73,3.13,5.60,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2055,soccer/france/ligue-2-2021-2022/auxerre-le-havre-x06yR1Js,21.12.2021,Auxerre,Le Havre,2:3,1.89,3.34,4.10,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2056,soccer/france/ligue-2-2021-2022/guingamp-dunkerque-IBNYPLYm,21.12.2021,Guingamp,Dunkerque,2:1,1.64,3.62,5.42,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
2057,soccer/france/ligue-2-2021-2022/nancy-dijon-d2MxPulf,21.12.2021,Nancy,Dijon,0:3,2.62,2.99,2.79,https://www.betexplorer.com/soccer/france/ligue-2-2021-2022/results/
