home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,matchdate,period,location,season,competition,home_score,away_score,bet_won,target,odd_win,best_odd_won
Frosinone,Crotone,2:1,1.7,3.62,4.92,2021-11-01,2021-11,italy,2022,serie-b-2021,2.0,1.0,1,0.0,1.7,True
Lecce,Cosenza,3:1,1.4,4.57,7.43,2021-11-01,2021-11,italy,2022,serie-b-2021,3.0,1.0,1,0.0,1.4,True
Monza,Alessandria,1:0,1.69,3.6,5.04,2021-11-01,2021-11,italy,2022,serie-b-2021,1.0,0.0,1,0.0,1.69,True
Parma,L.R. Vicenza,1:0,1.69,3.63,4.99,2021-11-01,2021-11,italy,2022,serie-b-2021,1.0,0.0,1,0.0,1.69,True
Pisa,Ascoli,1:1,1.81,3.46,4.43,2021-11-01,2021-11,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.46,False
Pordenone,Cremonese,2:2,3.32,3.04,2.27,2021-11-01,2021-11,italy,2022,serie-b-2021,2.0,2.0,N,1.0,3.04,False
Reggina,Cittadella,0:1,2.36,3.04,3.17,2021-11-01,2021-11,italy,2022,serie-b-2021,0.0,1.0,2,2.0,3.17,False
Spal,Perugia,1:2,2.48,3.02,3.0,2021-11-01,2021-11,italy,2022,serie-b-2021,1.0,2.0,2,2.0,3.0,False
Ternana,Como,1:2,1.82,3.66,4.12,2021-11-01,2021-11,italy,2022,serie-b-2021,1.0,2.0,2,2.0,4.12,False
Alessandria,Frosinone,1:1,3.77,3.3,2.01,2021-10-28,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.3,False
Ascoli,Spal,0:1,2.71,3.24,2.57,2021-10-28,2021-10,italy,2022,serie-b-2021,0.0,1.0,2,2.0,2.57,True
Brescia,Lecce,1:1,2.47,3.36,2.73,2021-10-28,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.36,False
Cittadella,Parma,1:2,2.47,3.13,2.9,2021-10-28,2021-10,italy,2022,serie-b-2021,1.0,2.0,2,2.0,2.9,False
Como,Pordenone,1:0,2.03,3.25,3.78,2021-10-28,2021-10,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.03,True
Cremonese,Pisa,1:1,2.19,3.16,3.43,2021-10-28,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.16,False
Crotone,Benevento,0:2,2.75,3.3,2.49,2021-10-28,2021-10,italy,2022,serie-b-2021,0.0,2.0,2,2.0,2.49,True
Perugia,Reggina,0:2,2.17,2.93,3.78,2021-10-28,2021-10,italy,2022,serie-b-2021,0.0,2.0,2,2.0,3.78,False
Cosenza,Ternana,3:1,3.6,3.34,2.04,2021-10-27,2021-10,italy,2022,serie-b-2021,3.0,1.0,1,0.0,3.6,False
L.R. Vicenza,Monza,1:1,3.03,3.0,2.49,2021-10-27,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.0,False
Pisa,Pordenone,1:1,1.62,3.65,5.78,2021-10-24,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.65,False
Reggina,Parma,2:1,2.77,3.06,2.65,2021-10-24,2021-10,italy,2022,serie-b-2021,2.0,1.0,1,0.0,2.77,False
Spal,Como,1:1,1.91,3.27,4.23,2021-10-24,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.27,False
Benevento,Cosenza,3:0,1.37,4.52,8.81,2021-10-23,2021-10,italy,2022,serie-b-2021,3.0,0.0,1,0.0,1.37,True
Brescia,Cremonese,1:0,2.32,3.31,3.01,2021-10-23,2021-10,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.32,True
Frosinone,Ascoli,2:1,1.67,3.82,4.8,2021-10-23,2021-10,italy,2022,serie-b-2021,2.0,1.0,1,0.0,1.67,True
Lecce,Perugia,0:0,1.91,3.38,4.03,2021-10-23,2021-10,italy,2022,serie-b-2021,0.0,0.0,N,1.0,3.38,False
Monza,Cittadella,1:0,2.11,3.14,3.67,2021-10-23,2021-10,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.11,True
Ternana,L.R. Vicenza,5:0,1.84,3.49,4.24,2021-10-23,2021-10,italy,2022,serie-b-2021,5.0,0.0,1,0.0,1.84,True
Alessandria,Crotone,1:0,2.79,3.19,2.54,2021-10-22,2021-10,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.79,False
Cittadella,Spal,0:0,2.12,3.19,3.54,2021-10-17,2021-10,italy,2022,serie-b-2021,0.0,0.0,N,1.0,3.19,False
Cremonese,Benevento,1:1,2.21,3.17,3.34,2021-10-17,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.17,False
Parma,Monza,0:0,2.2,3.28,3.24,2021-10-17,2021-10,italy,2022,serie-b-2021,0.0,0.0,N,1.0,3.28,False
Ascoli,Lecce,1:1,3.58,3.43,2.02,2021-10-16,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.43,False
Como,Alessandria,2:0,2.13,3.1,3.64,2021-10-16,2021-10,italy,2022,serie-b-2021,2.0,0.0,1,0.0,2.13,True
Cosenza,Frosinone,1:1,3.83,3.2,2.03,2021-10-16,2021-10,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.2,False
Crotone,Pisa,2:1,2.33,3.22,3.06,2021-10-16,2021-10,italy,2022,serie-b-2021,2.0,1.0,1,0.0,2.33,True
Perugia,Brescia,1:0,2.33,3.18,3.1,2021-10-16,2021-10,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.33,True
Pordenone,Ternana,1:3,2.83,3.13,2.54,2021-10-16,2021-10,italy,2022,serie-b-2021,1.0,3.0,2,2.0,2.54,True
L.R. Vicenza,Reggina,0:1,2.72,2.86,2.86,2021-10-16,2021-10,italy,2022,serie-b-2021,0.0,1.0,2,2.0,2.86,False
Benevento,Perugia,0:0,2.05,3.22,3.74,2021-10-03,2021-10,italy,2022,serie-b-2021,0.0,0.0,N,1.0,3.22,False
Brescia,Como,2:4,1.57,4.04,5.51,2021-10-03,2021-10,italy,2022,serie-b-2021,2.0,4.0,2,2.0,5.51,False
Pordenone,L.R. Vicenza,2:4,2.32,2.85,3.51,2021-10-03,2021-10,italy,2022,serie-b-2021,2.0,4.0,2,2.0,3.51,False
Alessandria,Cosenza,1:0,2.07,3.19,3.69,2021-10-02,2021-10,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.07,True
Cremonese,Ternana,2:0,2.08,3.3,3.55,2021-10-02,2021-10,italy,2022,serie-b-2021,2.0,0.0,1,0.0,2.08,True
Crotone,Ascoli,2:2,1.8,3.57,4.33,2021-10-02,2021-10,italy,2022,serie-b-2021,2.0,2.0,N,1.0,3.57,False
Frosinone,Cittadella,0:1,1.94,3.28,4.1,2021-10-02,2021-10,italy,2022,serie-b-2021,0.0,1.0,2,2.0,4.1,False
Pisa,Reggina,2:0,2.04,3.17,3.81,2021-10-02,2021-10,italy,2022,serie-b-2021,2.0,0.0,1,0.0,2.04,True
Spal,Parma,2:2,2.43,3.18,2.93,2021-10-02,2021-10,italy,2022,serie-b-2021,2.0,2.0,N,1.0,3.18,False
Lecce,Monza,3:0,2.05,3.33,3.62,2021-10-01,2021-10,italy,2022,serie-b-2021,3.0,0.0,1,0.0,2.05,True
Parma,Pisa,1:1,2.06,3.26,3.62,2021-09-26,2021-09,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.26,False
Perugia,Alessandria,1:1,1.77,3.4,4.82,2021-09-26,2021-09,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.4,False
Ternana,Spal,1:0,2.2,3.24,3.3,2021-09-26,2021-09,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.2,True
L.R. Vicenza,Cremonese,0:1,3.22,3.04,2.34,2021-09-26,2021-09,italy,2022,serie-b-2021,0.0,1.0,2,2.0,2.34,True
Ascoli,Brescia,2:3,3.2,3.22,2.26,2021-09-25,2021-09,italy,2022,serie-b-2021,2.0,3.0,2,2.0,2.26,True
Cittadella,Lecce,1:2,2.58,3.12,2.8,2021-09-25,2021-09,italy,2022,serie-b-2021,1.0,2.0,2,2.0,2.8,False
Como,Benevento,1:1,3.15,3.12,2.33,2021-09-25,2021-09,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.12,False
Cosenza,Crotone,1:0,3.79,3.26,2.02,2021-09-25,2021-09,italy,2022,serie-b-2021,1.0,0.0,1,0.0,3.79,False
Monza,Pordenone,3:1,1.58,3.74,6.02,2021-09-25,2021-09,italy,2022,serie-b-2021,3.0,1.0,1,0.0,1.58,True
Reggina,Frosinone,0:0,2.58,3.02,2.88,2021-09-25,2021-09,italy,2022,serie-b-2021,0.0,0.0,N,1.0,3.02,False
Cremonese,Perugia,0:3,1.98,3.18,4.01,2021-09-22,2021-09,italy,2022,serie-b-2021,0.0,3.0,2,2.0,4.01,False
Ternana,Parma,3:1,2.5,3.29,2.78,2021-09-22,2021-09,italy,2022,serie-b-2021,3.0,1.0,1,0.0,2.5,True
Alessandria,Ascoli,1:3,2.53,3.06,2.88,2021-09-21,2021-09,italy,2022,serie-b-2021,1.0,3.0,2,2.0,2.88,False
Benevento,Cittadella,4:1,1.93,3.32,4.09,2021-09-21,2021-09,italy,2022,serie-b-2021,4.0,1.0,1,0.0,1.93,True
Cosenza,Como,2:0,2.88,3.06,2.53,2021-09-21,2021-09,italy,2022,serie-b-2021,2.0,0.0,1,0.0,2.88,False
Crotone,Lecce,0:3,2.72,3.3,2.55,2021-09-21,2021-09,italy,2022,serie-b-2021,0.0,3.0,2,2.0,2.55,True
Pisa,Monza,2:1,2.76,2.92,2.74,2021-09-21,2021-09,italy,2022,serie-b-2021,2.0,1.0,1,0.0,2.76,False
Pordenone,Reggina,1:1,2.96,2.91,2.58,2021-09-21,2021-09,italy,2022,serie-b-2021,1.0,1.0,N,1.0,2.91,False
Spal,L.R. Vicenza,3:2,1.76,3.42,4.88,2021-09-21,2021-09,italy,2022,serie-b-2021,3.0,2.0,1,0.0,1.76,True
Frosinone,Brescia,2:2,2.17,3.31,3.28,2021-09-20,2021-09,italy,2022,serie-b-2021,2.0,2.0,N,1.0,3.31,False
Parma,Cremonese,1:2,2.28,3.14,3.23,2021-09-19,2021-09,italy,2022,serie-b-2021,1.0,2.0,2,2.0,3.23,False
Ascoli,Benevento,0:2,3.23,3.09,2.32,2021-09-18,2021-09,italy,2022,serie-b-2021,0.0,2.0,2,2.0,2.32,True
Cittadella,Pordenone,1:0,1.87,3.36,4.29,2021-09-18,2021-09,italy,2022,serie-b-2021,1.0,0.0,1,0.0,1.87,True
Lecce,Alessandria,3:2,1.45,4.36,6.7,2021-09-18,2021-09,italy,2022,serie-b-2021,3.0,2.0,1,0.0,1.45,True
Monza,Ternana,1:1,1.86,3.47,4.17,2021-09-18,2021-09,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.47,False
Perugia,Cosenza,1:1,1.66,3.62,5.43,2021-09-18,2021-09,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.62,False
Reggina,Spal,2:1,2.38,2.97,3.22,2021-09-18,2021-09,italy,2022,serie-b-2021,2.0,1.0,1,0.0,2.38,True
L.R. Vicenza,Pisa,1:3,2.73,3.02,2.7,2021-09-18,2021-09,italy,2022,serie-b-2021,1.0,3.0,2,2.0,2.7,True
Brescia,Crotone,2:2,1.89,3.59,3.88,2021-09-17,2021-09,italy,2022,serie-b-2021,2.0,2.0,N,1.0,3.59,False
Como,Frosinone,0:2,3.07,3.07,2.4,2021-09-17,2021-09,italy,2022,serie-b-2021,0.0,2.0,2,2.0,2.4,True
Cosenza,L.R. Vicenza,2:1,2.71,3.09,2.69,2021-09-12,2021-09,italy,2022,serie-b-2021,2.0,1.0,1,0.0,2.71,False
Cremonese,Cittadella,2:0,1.92,3.36,4.05,2021-09-12,2021-09,italy,2022,serie-b-2021,2.0,0.0,1,0.0,1.92,True
Pordenone,Parma,0:4,3.16,3.03,2.37,2021-09-12,2021-09,italy,2022,serie-b-2021,0.0,4.0,2,2.0,2.37,True
Alessandria,Brescia,1:3,3.46,3.23,2.14,2021-09-11,2021-09,italy,2022,serie-b-2021,1.0,3.0,2,2.0,2.14,True
Como,Ascoli,0:1,2.38,3.08,3.1,2021-09-11,2021-09,italy,2022,serie-b-2021,0.0,1.0,2,2.0,3.1,False
Crotone,Reggina,1:1,2.28,3.13,3.26,2021-09-11,2021-09,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.13,False
Frosinone,Perugia,0:0,1.96,3.31,3.99,2021-09-11,2021-09,italy,2022,serie-b-2021,0.0,0.0,N,1.0,3.31,False
Spal,Monza,1:1,2.39,2.98,3.2,2021-09-11,2021-09,italy,2022,serie-b-2021,1.0,1.0,N,1.0,2.98,False
Ternana,Pisa,1:4,2.35,3.15,3.1,2021-09-11,2021-09,italy,2022,serie-b-2021,1.0,4.0,2,2.0,3.1,False
Benevento,Lecce,0:0,2.29,3.25,3.11,2021-09-10,2021-09,italy,2022,serie-b-2021,0.0,0.0,N,1.0,3.25,False
Cittadella,Crotone,4:2,2.1,3.3,3.49,2021-08-29,2021-08,italy,2022,serie-b-2021,4.0,2.0,1,0.0,2.1,True
Lecce,Como,1:1,1.64,3.86,5.09,2021-08-29,2021-08,italy,2022,serie-b-2021,1.0,1.0,N,1.0,3.86,False
Monza,Cremonese,1:0,2.45,3.13,2.93,2021-08-29,2021-08,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.45,True
Parma,Benevento,1:0,2.14,3.4,3.28,2021-08-29,2021-08,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.14,True
Reggina,Ternana,3:2,2.24,3.08,3.39,2021-08-29,2021-08,italy,2022,serie-b-2021,3.0,2.0,1,0.0,2.24,True
Spal,Pordenone,5:0,2.02,3.17,3.88,2021-08-29,2021-08,italy,2022,serie-b-2021,5.0,0.0,1,0.0,2.02,True
Perugia,Ascoli,2:3,2.18,3.06,3.55,2021-08-28,2021-08,italy,2022,serie-b-2021,2.0,3.0,2,2.0,3.55,False
L.R. Vicenza,Frosinone,0:2,2.76,3.0,2.7,2021-08-28,2021-08,italy,2022,serie-b-2021,0.0,2.0,2,2.0,2.7,True
Brescia,Cosenza,5:1,1.37,4.76,7.91,2021-08-27,2021-08,italy,2022,serie-b-2021,5.0,1.0,1,0.0,1.37,True
Pisa,Alessandria,2:0,2.11,3.14,3.65,2021-08-27,2021-08,italy,2022,serie-b-2021,2.0,0.0,1,0.0,2.11,True
Ascoli,Cosenza,1:0,1.56,3.82,6.12,2021-08-22,2021-08,italy,2022,serie-b-2021,1.0,0.0,1,0.0,1.56,True
Benevento,Alessandria,4:3,1.68,3.62,5.17,2021-08-22,2021-08,italy,2022,serie-b-2021,4.0,3.0,1,0.0,1.68,True
Cremonese,Lecce,3:0,2.48,3.08,2.93,2021-08-22,2021-08,italy,2022,serie-b-2021,3.0,0.0,1,0.0,2.48,True
Crotone,Como,2:2,1.87,3.37,4.26,2021-08-22,2021-08,italy,2022,serie-b-2021,2.0,2.0,N,1.0,3.37,False
Pisa,Spal,1:0,2.48,3.08,2.95,2021-08-22,2021-08,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.48,True
Reggina,Monza,0:0,2.81,3.02,2.63,2021-08-22,2021-08,italy,2022,serie-b-2021,0.0,0.0,N,1.0,3.02,False
Ternana,Brescia,0:2,2.24,3.38,3.05,2021-08-22,2021-08,italy,2022,serie-b-2021,0.0,2.0,2,2.0,3.05,False
Cittadella,L.R. Vicenza,1:0,2.3,3.07,3.26,2021-08-21,2021-08,italy,2022,serie-b-2021,1.0,0.0,1,0.0,2.3,True
Pordenone,Perugia,0:1,2.35,3.02,3.19,2021-08-21,2021-08,italy,2022,serie-b-2021,0.0,1.0,2,2.0,3.19,False
Frosinone,Parma,2:2,2.64,3.01,2.82,2021-08-20,2021-08,italy,2022,serie-b-2021,2.0,2.0,N,1.0,3.01,False
Inter,Sampdoria,3:0,1.13,9.24,19.27,2022-05-22,2022-05,italy,2022,serie-a-2021,3.0,0.0,1,0.0,1.13,True
Salernitana,Udinese,0:4,1.89,3.85,3.85,2022-05-22,2022-05,italy,2022,serie-a-2021,0.0,4.0,2,2.0,3.85,False
Sassuolo,AC Milan,0:3,7.2,4.92,1.42,2022-05-22,2022-05,italy,2022,serie-a-2021,0.0,3.0,2,2.0,1.42,True
Spezia,Napoli,0:3,4.57,4.09,1.71,2022-05-22,2022-05,italy,2022,serie-a-2021,0.0,3.0,2,2.0,1.71,True
Venezia,Cagliari,0:0,5.35,4.05,1.61,2022-05-22,2022-05,italy,2022,serie-a-2021,0.0,0.0,N,1.0,4.05,False
Atalanta,Empoli,0:1,1.18,7.93,13.46,2022-05-21,2022-05,italy,2022,serie-a-2021,0.0,1.0,2,2.0,13.46,False
Fiorentina,Juventus,2:0,1.82,3.8,4.23,2022-05-21,2022-05,italy,2022,serie-a-2021,2.0,0.0,1,0.0,1.82,True
Genoa,Bologna,0:1,1.82,3.94,4.03,2022-05-21,2022-05,italy,2022,serie-a-2021,0.0,1.0,2,2.0,4.03,False
Lazio,Verona,3:3,1.9,3.73,3.92,2022-05-21,2022-05,italy,2022,serie-a-2021,3.0,3.0,N,1.0,3.73,False
Torino,AS Roma,0:3,3.57,3.64,2.02,2022-05-20,2022-05,italy,2022,serie-a-2021,0.0,3.0,2,2.0,2.02,True
Juventus,Lazio,2:2,2.08,3.55,3.49,2022-05-16,2022-05,italy,2022,serie-a-2021,2.0,2.0,N,1.0,3.55,False
Sampdoria,Fiorentina,4:1,6.06,4.26,1.54,2022-05-16,2022-05,italy,2022,serie-a-2021,4.0,1.0,1,0.0,6.06,False
AC Milan,Atalanta,2:0,1.87,3.66,4.13,2022-05-15,2022-05,italy,2022,serie-a-2021,2.0,0.0,1,0.0,1.87,True
Bologna,Sassuolo,1:3,2.38,3.87,2.7,2022-05-15,2022-05,italy,2022,serie-a-2021,1.0,3.0,2,2.0,2.7,False
Cagliari,Inter,1:3,8.18,5.53,1.34,2022-05-15,2022-05,italy,2022,serie-a-2021,1.0,3.0,2,2.0,1.34,True
Napoli,Genoa,3:0,1.66,4.33,4.66,2022-05-15,2022-05,italy,2022,serie-a-2021,3.0,0.0,1,0.0,1.66,True
AS Roma,Venezia,1:1,1.26,6.01,10.94,2022-05-14,2022-05,italy,2022,serie-a-2021,1.0,1.0,N,1.0,6.01,False
Empoli,Salernitana,1:1,2.95,3.55,2.34,2022-05-14,2022-05,italy,2022,serie-a-2021,1.0,1.0,N,1.0,3.55,False
Udinese,Spezia,2:3,1.65,4.04,5.15,2022-05-14,2022-05,italy,2022,serie-a-2021,2.0,3.0,2,2.0,5.15,False
Verona,Torino,0:1,1.97,3.47,3.95,2022-05-14,2022-05,italy,2022,serie-a-2021,0.0,1.0,2,2.0,3.95,False
Fiorentina,AS Roma,2:0,2.73,3.25,2.68,2022-05-09,2022-05,italy,2022,serie-a-2021,2.0,0.0,1,0.0,2.73,False
Salernitana,Cagliari,1:1,2.43,3.01,3.27,2022-05-08,2022-05,italy,2022,serie-a-2021,1.0,1.0,N,1.0,3.01,False
Spezia,Atalanta,1:3,6.67,4.87,1.44,2022-05-08,2022-05,italy,2022,serie-a-2021,1.0,3.0,2,2.0,1.44,True
Venezia,Bologna,4:3,3.12,3.47,2.27,2022-05-08,2022-05,italy,2022,serie-a-2021,4.0,3.0,1,0.0,3.12,False
Verona,AC Milan,1:3,5.15,3.9,1.67,2022-05-08,2022-05,italy,2022,serie-a-2021,1.0,3.0,2,2.0,1.67,True
Lazio,Sampdoria,2:0,1.45,4.67,6.97,2022-05-07,2022-05,italy,2022,serie-a-2021,2.0,0.0,1,0.0,1.45,True
Sassuolo,Udinese,1:1,2.43,3.65,2.76,2022-05-07,2022-05,italy,2022,serie-a-2021,1.0,1.0,N,1.0,3.65,False
Torino,Napoli,0:1,3.45,3.51,2.11,2022-05-07,2022-05,italy,2022,serie-a-2021,0.0,1.0,2,2.0,2.11,True
Genoa,Juventus,2:1,3.66,3.31,2.12,2022-05-06,2022-05,italy,2022,serie-a-2021,2.0,1.0,1,0.0,3.66,False
Inter,Empoli,4:2,1.13,9.36,18.05,2022-05-06,2022-05,italy,2022,serie-a-2021,4.0,2.0,1,0.0,1.13,True
Salernitana,Venezia,2:1,1.98,3.45,3.95,2022-05-05,2022-05,italy,2022,serie-a-2021,2.0,1.0,1,0.0,1.98,True
Atalanta,Salernitana,1:1,1.28,6.12,9.75,2022-05-02,2022-05,italy,2022,serie-a-2021,1.0,1.0,N,1.0,6.12,False
AC Milan,Fiorentina,1:0,1.56,4.28,5.77,2022-05-01,2022-05,italy,2022,serie-a-2021,1.0,0.0,1,0.0,1.56,True
AS Roma,Bologna,0:0,1.49,4.35,6.76,2022-05-01,2022-05,italy,2022,serie-a-2021,0.0,0.0,N,1.0,4.35,False
Empoli,Torino,1:3,2.81,3.45,2.47,2022-05-01,2022-05,italy,2022,serie-a-2021,1.0,3.0,2,2.0,2.47,True
Juventus,Venezia,2:1,1.26,6.0,11.4,2022-05-01,2022-05,italy,2022,serie-a-2021,2.0,1.0,1,0.0,1.26,True
Udinese,Inter,1:2,6.39,4.65,1.47,2022-05-01,2022-05,italy,2022,serie-a-2021,1.0,2.0,2,2.0,1.47,True
Cagliari,Verona,1:2,2.53,3.26,2.88,2022-04-30,2022-04,italy,2022,serie-a-2021,1.0,2.0,2,2.0,2.88,False
Napoli,Sassuolo,6:1,1.37,5.38,7.37,2022-04-30,2022-04,italy,2022,serie-a-2021,6.0,1.0,1,0.0,1.37,True
Sampdoria,Genoa,1:0,2.88,2.95,2.75,2022-04-30,2022-04,italy,2022,serie-a-2021,1.0,0.0,1,0.0,2.88,False
Spezia,Lazio,3:4,6.66,4.5,1.48,2022-04-30,2022-04,italy,2022,serie-a-2021,3.0,4.0,2,2.0,1.48,True
Atalanta,Torino,4:4,1.5,4.39,6.43,2022-04-27,2022-04,italy,2022,serie-a-2021,4.0,4.0,N,1.0,4.39,False
