home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,matchdate,period,location,season,competition,home_score,away_score,bet_won,target,odd_win,best_odd_won
Fulham,Bournemouth,1:1,1.81,3.67,4.41,2021-12-03,2021-12,england,2022,championship-2021,1.0,1.0,N,1.0,3.67,False
Derby,QPR,1:2,2.83,3.27,2.54,2021-11-29,2021-11,england,2022,championship-2021,1.0,2.0,2,2.0,2.54,True
Sheffield Utd,Bristol City,2:0,1.49,4.32,6.64,2021-11-28,2021-11,england,2022,championship-2021,2.0,0.0,1,0.0,1.49,True
Birmingham,Blackpool,1:0,2.15,3.24,3.59,2021-11-27,2021-11,england,2022,championship-2021,1.0,0.0,1,0.0,2.15,True
Bournemouth,Coventry,2:2,1.83,3.44,4.7,2021-11-27,2021-11,england,2022,championship-2021,2.0,2.0,N,1.0,3.44,False
Huddersfield,Middlesbrough,1:2,3.02,3.1,2.51,2021-11-27,2021-11,england,2022,championship-2021,1.0,2.0,2,2.0,2.51,True
Hull,Millwall,2:1,2.61,3.11,2.87,2021-11-27,2021-11,england,2022,championship-2021,2.0,1.0,1,0.0,2.61,True
Luton,Cardiff,1:2,2.05,3.39,3.7,2021-11-27,2021-11,england,2022,championship-2021,1.0,2.0,2,2.0,3.7,False
Peterborough,Barnsley,0:0,2.19,3.37,3.31,2021-11-27,2021-11,england,2022,championship-2021,0.0,0.0,N,1.0,3.37,False
Preston,Fulham,1:1,4.27,3.65,1.84,2021-11-27,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.65,False
Stoke,Blackburn,0:1,2.16,3.24,3.55,2021-11-27,2021-11,england,2022,championship-2021,0.0,1.0,2,2.0,3.55,False
Swansea,Reading,2:3,1.81,3.45,4.7,2021-11-27,2021-11,england,2022,championship-2021,2.0,3.0,2,2.0,4.7,False
West Brom,Nottingham,0:0,1.62,3.78,5.91,2021-11-26,2021-11,england,2022,championship-2021,0.0,0.0,N,1.0,3.78,False
Barnsley,Swansea,0:2,3.03,3.26,2.41,2021-11-24,2021-11,england,2022,championship-2021,0.0,2.0,2,2.0,2.41,True
Blackburn,Peterborough,4:0,1.78,3.73,4.51,2021-11-24,2021-11,england,2022,championship-2021,4.0,0.0,1,0.0,1.78,True
Bristol City,Stoke,1:0,3.46,3.28,2.18,2021-11-24,2021-11,england,2022,championship-2021,1.0,0.0,1,0.0,3.46,False
Cardiff,Hull,0:1,2.06,3.35,3.73,2021-11-24,2021-11,england,2022,championship-2021,0.0,1.0,2,2.0,3.73,False
Fulham,Derby,0:0,1.38,4.73,8.74,2021-11-24,2021-11,england,2022,championship-2021,0.0,0.0,N,1.0,4.73,False
Millwall,Bournemouth,1:1,3.19,3.04,2.44,2021-11-24,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.04,False
QPR,Huddersfield,1:0,2.05,3.35,3.77,2021-11-24,2021-11,england,2022,championship-2021,1.0,0.0,1,0.0,2.05,True
Blackpool,West Brom,0:0,4.23,3.47,1.89,2021-11-23,2021-11,england,2022,championship-2021,0.0,0.0,N,1.0,3.47,False
Coventry,Birmingham,0:0,2.0,3.26,4.03,2021-11-23,2021-11,england,2022,championship-2021,0.0,0.0,N,1.0,3.26,False
Middlesbrough,Preston,1:2,2.22,3.19,3.46,2021-11-23,2021-11,england,2022,championship-2021,1.0,2.0,2,2.0,3.46,False
Nottingham,Luton,0:0,2.52,3.09,2.99,2021-11-23,2021-11,england,2022,championship-2021,0.0,0.0,N,1.0,3.09,False
Reading,Sheffield Utd,0:1,3.56,3.37,2.11,2021-11-23,2021-11,england,2022,championship-2021,0.0,1.0,2,2.0,2.11,True
Derby,Bournemouth,3:2,4.85,3.43,1.8,2021-11-21,2021-11,england,2022,championship-2021,3.0,2.0,1,0.0,4.85,False
Bristol City,Blackburn,1:1,3.11,3.45,2.26,2021-11-20,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.45,False
Fulham,Barnsley,4:1,1.28,5.56,10.59,2021-11-20,2021-11,england,2022,championship-2021,4.0,1.0,1,0.0,1.28,True
Huddersfield,West Brom,1:0,3.94,3.33,2.0,2021-11-20,2021-11,england,2022,championship-2021,1.0,0.0,1,0.0,3.94,False
Hull,Birmingham,2:0,2.64,3.1,2.86,2021-11-20,2021-11,england,2022,championship-2021,2.0,0.0,1,0.0,2.64,True
Middlesbrough,Millwall,1:1,2.18,3.2,3.57,2021-11-20,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.2,False
Preston,Cardiff,1:2,2.02,3.43,3.75,2021-11-20,2021-11,england,2022,championship-2021,1.0,2.0,2,2.0,3.75,False
Reading,Nottingham,1:1,3.01,3.12,2.5,2021-11-20,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.12,False
Sheffield Utd,Coventry,0:0,1.94,3.53,3.92,2021-11-20,2021-11,england,2022,championship-2021,0.0,0.0,N,1.0,3.53,False
Stoke,Peterborough,2:0,1.61,3.96,5.65,2021-11-20,2021-11,england,2022,championship-2021,2.0,0.0,1,0.0,1.61,True
Swansea,Blackpool,1:1,1.82,3.51,4.58,2021-11-20,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.51,False
QPR,Luton,2:0,2.27,3.35,3.15,2021-11-19,2021-11,england,2022,championship-2021,2.0,0.0,1,0.0,2.27,True
Barnsley,Hull,0:2,2.44,3.08,3.13,2021-11-06,2021-11,england,2022,championship-2021,0.0,2.0,2,2.0,3.13,False
Birmingham,Reading,1:2,1.95,3.29,4.18,2021-11-06,2021-11,england,2022,championship-2021,1.0,2.0,2,2.0,4.18,False
Blackburn,Sheffield Utd,3:1,3.56,3.49,2.06,2021-11-06,2021-11,england,2022,championship-2021,3.0,1.0,1,0.0,3.56,False
Blackpool,QPR,1:1,2.81,3.39,2.48,2021-11-06,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.39,False
Bournemouth,Swansea,4:0,1.81,3.4,4.86,2021-11-06,2021-11,england,2022,championship-2021,4.0,0.0,1,0.0,1.81,True
Cardiff,Huddersfield,2:1,2.27,3.2,3.32,2021-11-06,2021-11,england,2022,championship-2021,2.0,1.0,1,0.0,2.27,True
Coventry,Bristol City,3:2,1.52,4.32,6.07,2021-11-06,2021-11,england,2022,championship-2021,3.0,2.0,1,0.0,1.52,True
Luton,Stoke,0:1,2.44,3.12,3.09,2021-11-06,2021-11,england,2022,championship-2021,0.0,1.0,2,2.0,3.09,False
Millwall,Derby,1:1,2.05,3.08,4.14,2021-11-06,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.08,False
Nottingham,Preston,3:0,2.33,3.1,3.31,2021-11-06,2021-11,england,2022,championship-2021,3.0,0.0,1,0.0,2.33,True
Peterborough,Fulham,0:1,6.83,4.74,1.43,2021-11-06,2021-11,england,2022,championship-2021,0.0,1.0,2,2.0,1.43,True
West Brom,Middlesbrough,1:1,1.68,3.67,5.36,2021-11-06,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.67,False
Barnsley,Derby,2:1,2.32,3.17,3.25,2021-11-03,2021-11,england,2022,championship-2021,2.0,1.0,1,0.0,2.32,True
Blackburn,Fulham,0:7,4.03,3.74,1.86,2021-11-03,2021-11,england,2022,championship-2021,0.0,7.0,2,2.0,1.86,True
Blackpool,Stoke,0:1,3.26,3.27,2.28,2021-11-03,2021-11,england,2022,championship-2021,0.0,1.0,2,2.0,2.28,True
Bournemouth,Preston,1:2,1.71,3.6,5.25,2021-11-03,2021-11,england,2022,championship-2021,1.0,2.0,2,2.0,5.25,False
Cardiff,QPR,0:1,2.55,3.41,2.72,2021-11-03,2021-11,england,2022,championship-2021,0.0,1.0,2,2.0,2.72,False
West Brom,Hull,1:0,1.55,4.07,6.2,2021-11-03,2021-11,england,2022,championship-2021,1.0,0.0,1,0.0,1.55,True
Birmingham,Bristol City,3:0,1.94,3.47,3.97,2021-11-02,2021-11,england,2022,championship-2021,3.0,0.0,1,0.0,1.94,True
Coventry,Swansea,1:2,2.3,3.19,3.29,2021-11-02,2021-11,england,2022,championship-2021,1.0,2.0,2,2.0,3.29,False
Luton,Middlesbrough,3:1,2.27,3.27,3.25,2021-11-02,2021-11,england,2022,championship-2021,3.0,1.0,1,0.0,2.27,True
Millwall,Reading,1:0,1.82,3.44,4.71,2021-11-02,2021-11,england,2022,championship-2021,1.0,0.0,1,0.0,1.82,True
Nottingham,Sheffield Utd,1:1,3.12,3.3,2.33,2021-11-02,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.3,False
Peterborough,Huddersfield,1:1,3.21,3.35,2.26,2021-11-02,2021-11,england,2022,championship-2021,1.0,1.0,N,1.0,3.35,False
Bristol City,Barnsley,2:1,2.43,3.3,2.95,2021-10-30,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,2.43,True
Derby,Blackburn,1:2,2.73,3.12,2.73,2021-10-30,2021-10,england,2022,championship-2021,1.0,2.0,2,2.0,2.73,False
Fulham,West Brom,3:0,2.03,3.47,3.63,2021-10-30,2021-10,england,2022,championship-2021,3.0,0.0,1,0.0,2.03,True
Huddersfield,Millwall,1:0,2.6,3.06,2.92,2021-10-30,2021-10,england,2022,championship-2021,1.0,0.0,1,0.0,2.6,True
Hull,Coventry,0:1,3.06,3.32,2.35,2021-10-30,2021-10,england,2022,championship-2021,0.0,1.0,2,2.0,2.35,True
Middlesbrough,Birmingham,0:2,2.06,3.33,3.73,2021-10-30,2021-10,england,2022,championship-2021,0.0,2.0,2,2.0,3.73,False
Preston,Luton,2:0,2.53,3.12,2.98,2021-10-30,2021-10,england,2022,championship-2021,2.0,0.0,1,0.0,2.53,True
Reading,Bournemouth,0:2,4.99,3.71,1.7,2021-10-30,2021-10,england,2022,championship-2021,0.0,2.0,2,2.0,1.7,True
Sheffield Utd,Blackpool,0:1,1.54,4.18,6.05,2021-10-30,2021-10,england,2022,championship-2021,0.0,1.0,2,2.0,6.05,False
Stoke,Cardiff,3:3,1.8,3.59,4.56,2021-10-30,2021-10,england,2022,championship-2021,3.0,3.0,N,1.0,3.59,False
Swansea,Peterborough,3:0,1.61,4.11,5.32,2021-10-30,2021-10,england,2022,championship-2021,3.0,0.0,1,0.0,1.61,True
QPR,Nottingham,1:1,2.13,3.42,3.43,2021-10-29,2021-10,england,2022,championship-2021,1.0,1.0,N,1.0,3.42,False
Barnsley,Sheffield Utd,2:3,4.15,3.55,1.88,2021-10-24,2021-10,england,2022,championship-2021,2.0,3.0,2,2.0,1.88,True
Nottingham,Fulham,0:4,4.05,3.49,1.93,2021-10-24,2021-10,england,2022,championship-2021,0.0,4.0,2,2.0,1.93,True
Birmingham,Swansea,2:1,2.59,3.04,2.96,2021-10-23,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,2.59,True
Blackburn,Reading,2:0,1.71,3.75,4.96,2021-10-23,2021-10,england,2022,championship-2021,2.0,0.0,1,0.0,1.71,True
Blackpool,Preston,2:0,2.93,3.14,2.55,2021-10-23,2021-10,england,2022,championship-2021,2.0,0.0,1,0.0,2.93,False
Bournemouth,Huddersfield,3:0,1.59,3.94,6.04,2021-10-23,2021-10,england,2022,championship-2021,3.0,0.0,1,0.0,1.59,True
Cardiff,Middlesbrough,0:2,2.54,3.23,2.86,2021-10-23,2021-10,england,2022,championship-2021,0.0,2.0,2,2.0,2.86,False
Coventry,Derby,1:1,1.75,3.54,4.95,2021-10-23,2021-10,england,2022,championship-2021,1.0,1.0,N,1.0,3.54,False
Luton,Hull,1:0,1.9,3.5,4.15,2021-10-23,2021-10,england,2022,championship-2021,1.0,0.0,1,0.0,1.9,True
Millwall,Stoke,2:1,2.76,3.03,2.76,2021-10-23,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,2.76,False
Peterborough,QPR,2:1,3.74,3.79,1.92,2021-10-23,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,3.74,False
West Brom,Bristol City,3:0,1.45,4.34,7.53,2021-10-23,2021-10,england,2022,championship-2021,3.0,0.0,1,0.0,1.45,True
Fulham,Cardiff,2:0,1.38,4.91,7.79,2021-10-20,2021-10,england,2022,championship-2021,2.0,0.0,1,0.0,1.38,True
Huddersfield,Birmingham,0:0,2.35,3.17,3.22,2021-10-20,2021-10,england,2022,championship-2021,0.0,0.0,N,1.0,3.17,False
Hull,Peterborough,1:2,1.99,3.41,3.88,2021-10-20,2021-10,england,2022,championship-2021,1.0,2.0,2,2.0,3.88,False
Middlesbrough,Barnsley,2:0,1.81,3.59,4.52,2021-10-20,2021-10,england,2022,championship-2021,2.0,0.0,1,0.0,1.81,True
Preston,Coventry,2:1,2.53,3.14,2.95,2021-10-20,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,2.53,True
Reading,Blackpool,2:3,2.02,3.46,3.68,2021-10-20,2021-10,england,2022,championship-2021,2.0,3.0,2,2.0,3.68,False
Swansea,West Brom,2:1,3.5,3.18,2.21,2021-10-20,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,3.5,False
Bristol City,Nottingham,1:2,2.9,3.21,2.52,2021-10-19,2021-10,england,2022,championship-2021,1.0,2.0,2,2.0,2.52,True
Derby,Luton,2:2,2.99,3.06,2.57,2021-10-19,2021-10,england,2022,championship-2021,2.0,2.0,N,1.0,3.06,False
QPR,Blackburn,1:0,2.1,3.52,3.44,2021-10-19,2021-10,england,2022,championship-2021,1.0,0.0,1,0.0,2.1,True
Sheffield Utd,Millwall,1:2,1.85,3.5,4.39,2021-10-19,2021-10,england,2022,championship-2021,1.0,2.0,2,2.0,4.39,False
Stoke,Bournemouth,0:1,2.67,3.21,2.73,2021-10-19,2021-10,england,2022,championship-2021,0.0,1.0,2,2.0,2.73,False
Swansea,Cardiff,3:0,2.41,3.06,3.21,2021-10-17,2021-10,england,2022,championship-2021,3.0,0.0,1,0.0,2.41,True
Blackburn,Coventry,2:2,2.52,3.21,2.9,2021-10-16,2021-10,england,2022,championship-2021,2.0,2.0,N,1.0,3.21,False
Bristol City,Bournemouth,0:2,4.2,3.46,1.9,2021-10-16,2021-10,england,2022,championship-2021,0.0,2.0,2,2.0,1.9,True
Fulham,QPR,4:1,1.64,4.15,4.95,2021-10-16,2021-10,england,2022,championship-2021,4.0,1.0,1,0.0,1.64,True
Huddersfield,Hull,2:0,2.03,3.28,3.93,2021-10-16,2021-10,england,2022,championship-2021,2.0,0.0,1,0.0,2.03,True
Middlesbrough,Peterborough,2:0,1.76,3.69,4.65,2021-10-16,2021-10,england,2022,championship-2021,2.0,0.0,1,0.0,1.76,True
Millwall,Luton,0:2,2.51,3.1,3.0,2021-10-16,2021-10,england,2022,championship-2021,0.0,2.0,2,2.0,3.0,False
Nottingham,Blackpool,2:1,1.93,3.41,4.1,2021-10-16,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,1.93,True
Preston,Derby,0:0,1.98,3.22,4.18,2021-10-16,2021-10,england,2022,championship-2021,0.0,0.0,N,1.0,3.22,False
Reading,Barnsley,1:0,2.32,3.22,3.2,2021-10-16,2021-10,england,2022,championship-2021,1.0,0.0,1,0.0,2.32,True
Sheffield Utd,Stoke,2:1,2.16,3.31,3.47,2021-10-16,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,2.16,True
West Brom,Birmingham,1:0,1.57,3.97,6.08,2021-10-15,2021-10,england,2022,championship-2021,1.0,0.0,1,0.0,1.57,True
Barnsley,Millwall,0:1,2.99,3.02,2.58,2021-10-02,2021-10,england,2022,championship-2021,0.0,1.0,2,2.0,2.58,True
Birmingham,Nottingham,0:3,2.22,3.11,3.56,2021-10-02,2021-10,england,2022,championship-2021,0.0,3.0,2,2.0,3.56,False
Blackpool,Blackburn,2:1,2.44,3.33,2.91,2021-10-02,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,2.44,True
Bournemouth,Sheffield Utd,2:1,2.18,3.3,3.44,2021-10-02,2021-10,england,2022,championship-2021,2.0,1.0,1,0.0,2.18,True
Cardiff,Reading,0:1,2.01,3.48,3.75,2021-10-02,2021-10,england,2022,championship-2021,0.0,1.0,2,2.0,3.75,False
Coventry,Fulham,4:1,3.71,3.65,1.96,2021-10-02,2021-10,england,2022,championship-2021,4.0,1.0,1,0.0,3.71,False
Derby,Swansea,0:0,2.53,3.01,3.06,2021-10-02,2021-10,england,2022,championship-2021,0.0,0.0,N,1.0,3.01,False
Hull,Middlesbrough,2:0,3.03,3.16,2.46,2021-10-02,2021-10,england,2022,championship-2021,2.0,0.0,1,0.0,3.03,False
Luton,Huddersfield,0:0,1.93,3.53,3.97,2021-10-02,2021-10,england,2022,championship-2021,0.0,0.0,N,1.0,3.53,False
Peterborough,Bristol City,2:3,2.42,3.28,2.99,2021-10-02,2021-10,england,2022,championship-2021,2.0,3.0,2,2.0,2.99,False
QPR,Preston,3:2,1.96,3.63,3.77,2021-10-02,2021-10,england,2022,championship-2021,3.0,2.0,1,0.0,1.96,True
Stoke,West Brom,1:0,3.41,3.16,2.25,2021-10-01,2021-10,england,2022,championship-2021,1.0,0.0,1,0.0,3.41,False
Barnsley,Nottingham,1:3,2.44,3.01,3.23,2021-09-29,2021-09,england,2022,championship-2021,1.0,3.0,2,2.0,3.23,False
Derby,Reading,1:0,2.16,3.34,3.44,2021-09-29,2021-09,england,2022,championship-2021,1.0,0.0,1,0.0,2.16,True
Fulham,Swansea,3:1,1.39,4.81,8.0,2021-09-29,2021-09,england,2022,championship-2021,3.0,1.0,1,0.0,1.39,True
Luton,Coventry,5:0,2.83,3.17,2.61,2021-09-29,2021-09,england,2022,championship-2021,5.0,0.0,1,0.0,2.83,False
Millwall,Bristol City,1:0,1.91,3.36,4.33,2021-09-29,2021-09,england,2022,championship-2021,1.0,0.0,1,0.0,1.91,True
Peterborough,Bournemouth,0:0,4.92,3.92,1.68,2021-09-29,2021-09,england,2022,championship-2021,0.0,0.0,N,1.0,3.92,False
Cardiff,West Brom,0:4,3.94,3.5,1.95,2021-09-28,2021-09,england,2022,championship-2021,0.0,4.0,2,2.0,1.95,True
Huddersfield,Blackburn,3:2,2.6,3.2,2.81,2021-09-28,2021-09,england,2022,championship-2021,3.0,2.0,1,0.0,2.6,True
Hull,Blackpool,1:1,2.31,3.19,3.27,2021-09-28,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,3.19,False
Middlesbrough,Sheffield Utd,2:0,3.1,3.17,2.41,2021-09-28,2021-09,england,2022,championship-2021,2.0,0.0,1,0.0,3.1,False
Preston,Stoke,1:1,2.65,3.04,2.9,2021-09-28,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,3.04,False
QPR,Birmingham,2:0,2.15,3.35,3.45,2021-09-28,2021-09,england,2022,championship-2021,2.0,0.0,1,0.0,2.15,True
Birmingham,Preston,0:0,2.45,3.16,3.04,2021-09-25,2021-09,england,2022,championship-2021,0.0,0.0,N,1.0,3.16,False
Blackburn,Cardiff,5:1,2.35,3.26,3.11,2021-09-25,2021-09,england,2022,championship-2021,5.0,1.0,1,0.0,2.35,True
Blackpool,Barnsley,1:0,2.37,3.19,3.14,2021-09-25,2021-09,england,2022,championship-2021,1.0,0.0,1,0.0,2.37,True
Bournemouth,Luton,2:1,1.61,4.0,5.56,2021-09-25,2021-09,england,2022,championship-2021,2.0,1.0,1,0.0,1.61,True
Bristol City,Fulham,1:1,5.49,3.96,1.62,2021-09-25,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,3.96,False
Nottingham,Millwall,1:1,2.48,2.94,3.23,2021-09-25,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,2.94,False
Reading,Middlesbrough,1:0,3.3,3.33,2.22,2021-09-25,2021-09,england,2022,championship-2021,1.0,0.0,1,0.0,3.3,False
Sheffield Utd,Derby,1:0,1.61,3.79,5.98,2021-09-25,2021-09,england,2022,championship-2021,1.0,0.0,1,0.0,1.61,True
Stoke,Hull,2:0,1.79,3.46,4.89,2021-09-25,2021-09,england,2022,championship-2021,2.0,0.0,1,0.0,1.79,True
Swansea,Huddersfield,1:0,2.22,3.29,3.36,2021-09-25,2021-09,england,2022,championship-2021,1.0,0.0,1,0.0,2.22,True
Coventry,Peterborough,3:0,1.62,4.06,5.36,2021-09-24,2021-09,england,2022,championship-2021,3.0,0.0,1,0.0,1.62,True
West Brom,QPR,2:1,1.65,4.05,5.02,2021-09-24,2021-09,england,2022,championship-2021,2.0,1.0,1,0.0,1.65,True
Barnsley,Blackburn,0:0,3.08,3.07,2.49,2021-09-18,2021-09,england,2022,championship-2021,0.0,0.0,N,1.0,3.07,False
Cardiff,Bournemouth,0:1,2.99,3.23,2.43,2021-09-18,2021-09,england,2022,championship-2021,0.0,1.0,2,2.0,2.43,True
Derby,Stoke,2:1,3.68,3.09,2.18,2021-09-18,2021-09,england,2022,championship-2021,2.0,1.0,1,0.0,3.68,False
Fulham,Reading,1:2,1.34,5.18,8.8,2021-09-18,2021-09,england,2022,championship-2021,1.0,2.0,2,2.0,8.8,False
Huddersfield,Nottingham,0:2,2.02,3.3,3.9,2021-09-18,2021-09,england,2022,championship-2021,0.0,2.0,2,2.0,3.9,False
Hull,Sheffield Utd,1:3,3.71,3.33,2.07,2021-09-18,2021-09,england,2022,championship-2021,1.0,3.0,2,2.0,2.07,True
Luton,Swansea,3:3,2.19,3.2,3.55,2021-09-18,2021-09,england,2022,championship-2021,3.0,3.0,N,1.0,3.2,False
Middlesbrough,Blackpool,1:2,1.85,3.44,4.51,2021-09-18,2021-09,england,2022,championship-2021,1.0,2.0,2,2.0,4.51,False
Millwall,Coventry,1:1,2.55,3.07,2.99,2021-09-18,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,3.07,False
Peterborough,Birmingham,3:0,3.49,3.29,2.16,2021-09-18,2021-09,england,2022,championship-2021,3.0,0.0,1,0.0,3.49,False
Preston,West Brom,1:1,3.73,3.41,2.03,2021-09-18,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,3.41,False
QPR,Bristol City,1:2,1.73,3.73,4.89,2021-09-18,2021-09,england,2022,championship-2021,1.0,2.0,2,2.0,4.89,False
Birmingham,Fulham,1:4,3.72,3.19,2.12,2021-09-15,2021-09,england,2022,championship-2021,1.0,4.0,2,2.0,2.12,True
Bristol City,Luton,1:1,2.35,3.15,3.23,2021-09-15,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,3.15,False
Coventry,Cardiff,1:0,2.21,3.26,3.39,2021-09-15,2021-09,england,2022,championship-2021,1.0,0.0,1,0.0,2.21,True
Nottingham,Middlesbrough,0:2,2.74,3.04,2.78,2021-09-15,2021-09,england,2022,championship-2021,0.0,2.0,2,2.0,2.78,False
Stoke,Barnsley,1:1,1.65,3.65,5.82,2021-09-15,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,3.65,False
Swansea,Millwall,0:0,2.55,3.01,3.05,2021-09-15,2021-09,england,2022,championship-2021,0.0,0.0,N,1.0,3.01,False
Blackburn,Hull,2:0,1.92,3.35,4.27,2021-09-14,2021-09,england,2022,championship-2021,2.0,0.0,1,0.0,1.92,True
Blackpool,Huddersfield,0:3,2.65,3.1,2.84,2021-09-14,2021-09,england,2022,championship-2021,0.0,3.0,2,2.0,2.84,False
Bournemouth,QPR,2:1,1.82,3.78,4.17,2021-09-14,2021-09,england,2022,championship-2021,2.0,1.0,1,0.0,1.82,True
Reading,Peterborough,3:1,2.07,3.55,3.45,2021-09-14,2021-09,england,2022,championship-2021,3.0,1.0,1,0.0,2.07,True
Sheffield Utd,Preston,2:2,1.84,3.37,4.64,2021-09-14,2021-09,england,2022,championship-2021,2.0,2.0,N,1.0,3.37,False
West Brom,Derby,0:0,1.46,4.25,7.29,2021-09-14,2021-09,england,2022,championship-2021,0.0,0.0,N,1.0,4.25,False
Nottingham,Cardiff,1:2,2.58,3.03,2.97,2021-09-12,2021-09,england,2022,championship-2021,1.0,2.0,2,2.0,2.97,False
Blackburn,Luton,2:2,2.02,3.36,3.82,2021-09-11,2021-09,england,2022,championship-2021,2.0,2.0,N,1.0,3.36,False
Blackpool,Fulham,1:0,5.34,3.93,1.64,2021-09-11,2021-09,england,2022,championship-2021,1.0,0.0,1,0.0,5.34,False
Bournemouth,Barnsley,3:0,1.8,3.57,4.6,2021-09-11,2021-09,england,2022,championship-2021,3.0,0.0,1,0.0,1.8,True
Bristol City,Preston,0:0,2.43,3.04,3.21,2021-09-11,2021-09,england,2022,championship-2021,0.0,0.0,N,1.0,3.04,False
Coventry,Middlesbrough,2:0,2.26,3.21,3.34,2021-09-11,2021-09,england,2022,championship-2021,2.0,0.0,1,0.0,2.26,True
Reading,QPR,3:3,2.92,3.43,2.38,2021-09-11,2021-09,england,2022,championship-2021,3.0,3.0,N,1.0,3.43,False
Sheffield Utd,Peterborough,6:2,1.72,3.59,5.18,2021-09-11,2021-09,england,2022,championship-2021,6.0,2.0,1,0.0,1.72,True
Stoke,Huddersfield,2:1,1.95,3.35,4.15,2021-09-11,2021-09,england,2022,championship-2021,2.0,1.0,1,0.0,1.95,True
Swansea,Hull,0:0,2.25,3.23,3.35,2021-09-11,2021-09,england,2022,championship-2021,0.0,0.0,N,1.0,3.23,False
West Brom,Millwall,1:1,1.59,3.94,5.93,2021-09-11,2021-09,england,2022,championship-2021,1.0,1.0,N,1.0,3.94,False
Birmingham,Derby,2:0,1.99,3.21,4.15,2021-09-10,2021-09,england,2022,championship-2021,2.0,0.0,1,0.0,1.99,True
Barnsley,Birmingham,1:1,2.48,3.06,3.1,2021-08-28,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.06,False
Cardiff,Bristol City,1:2,1.92,3.25,4.47,2021-08-28,2021-08,england,2022,championship-2021,1.0,2.0,2,2.0,4.47,False
Derby,Nottingham,1:1,2.37,3.02,3.35,2021-08-28,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.02,False
Fulham,Stoke,3:0,1.82,3.38,4.8,2021-08-28,2021-08,england,2022,championship-2021,3.0,0.0,1,0.0,1.82,True
Huddersfield,Reading,4:0,2.23,3.16,3.48,2021-08-28,2021-08,england,2022,championship-2021,4.0,0.0,1,0.0,2.23,True
Hull,Bournemouth,0:0,3.2,3.27,2.31,2021-08-28,2021-08,england,2022,championship-2021,0.0,0.0,N,1.0,3.27,False
Luton,Sheffield Utd,0:0,3.09,3.2,2.4,2021-08-28,2021-08,england,2022,championship-2021,0.0,0.0,N,1.0,3.2,False
Middlesbrough,Blackburn,1:1,2.44,3.15,3.07,2021-08-28,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.15,False
Millwall,Blackpool,2:1,1.85,3.45,4.49,2021-08-28,2021-08,england,2022,championship-2021,2.0,1.0,1,0.0,1.85,True
Peterborough,West Brom,0:1,4.91,3.83,1.7,2021-08-28,2021-08,england,2022,championship-2021,0.0,1.0,2,2.0,1.7,True
Preston,Swansea,3:1,2.3,3.17,3.3,2021-08-28,2021-08,england,2022,championship-2021,3.0,1.0,1,0.0,2.3,True
QPR,Coventry,2:0,2.23,3.33,3.31,2021-08-28,2021-08,england,2022,championship-2021,2.0,0.0,1,0.0,2.23,True
Blackburn,West Brom,1:2,3.54,3.39,2.11,2021-08-21,2021-08,england,2022,championship-2021,1.0,2.0,2,2.0,2.11,True
Bournemouth,Blackpool,2:2,1.69,3.83,5.04,2021-08-21,2021-08,england,2022,championship-2021,2.0,2.0,N,1.0,3.83,False
Cardiff,Millwall,3:1,2.35,3.06,3.33,2021-08-21,2021-08,england,2022,championship-2021,3.0,1.0,1,0.0,2.35,True
Coventry,Reading,2:1,2.07,3.31,3.78,2021-08-21,2021-08,england,2022,championship-2021,2.0,1.0,1,0.0,2.07,True
Derby,Middlesbrough,0:0,2.74,3.05,2.8,2021-08-21,2021-08,england,2022,championship-2021,0.0,0.0,N,1.0,3.05,False
